交易日期↓,开盘点位,最高点位,最低点位,收盘点位,涨跌,涨跌幅(%),开始日累计涨跌,开始日累计涨跌幅（%）,成交量(万股),成交额(万元)
2016/10/24,"19,643.85","19,836.62","19,582.54","19,782.44",171.47,0.87,"18,782.44","1,878.24","26,498.35","602,133.55"
2016/10/21,"19,786.60","19,798.09","19,439.57","19,610.97",-170.87,-0.86,"18,610.97","1,861.10","26,626.60","584,059.18"
2016/10/20,"19,805.35","19,866.74","19,727.33","19,781.84",-22.54,-0.11,"18,781.84","1,878.18","22,973.60","566,959.35"
2016/10/19,"19,786.55","19,877.32","19,756.50","19,804.39",8.06,0.04,"18,804.39","1,880.44","31,795.24","741,197.07"
2016/10/18,"19,472.92","19,797.64","19,472.92","19,796.32",281.08,1.44,"18,796.32","1,879.63","35,294.06","745,239.62"
2016/10/17,"19,703.67","19,805.22","19,449.66","19,515.24",-160.07,-0.81,"18,515.24","1,851.52","27,539.90","571,172.01"
2016/10/14,"19,657.41","19,699.50","19,462.72","19,675.31",-14.87,-0.08,"18,675.31","1,867.53","32,008.87","612,462.47"
2016/10/13,"19,772.30","19,843.89","19,673.58","19,690.18",-69.59,-0.35,"18,690.18","1,869.02","30,406.57","655,181.38"
2016/10/12,"19,755.63","19,782.07","19,661.59","19,759.77",-3.02,-0.02,"18,759.77","1,875.98","32,304.39","609,585.24"
2016/10/11,"19,756.19","19,799.52","19,665.66","19,762.80",6.72,0.03,"18,762.80","1,876.28","40,489.97","762,591.01"
2016/10/10,"19,127.97","19,764.45","19,127.97","19,756.08",778.12,4.1,"18,756.08","1,875.61","43,121.37","865,612.33"
2016/9/30,"18,893.88","19,004.77","18,885.24","18,977.96",55.77,0.29,"17,977.96","1,797.80","18,102.95","327,899.08"
2016/9/29,"18,863.04","19,041.88","18,858.08","18,922.18",53.95,0.29,"17,922.18","1,792.22","23,238.37","407,894.39"
2016/9/28,"18,951.44","18,951.44","18,808.25","18,868.23",-110.63,-0.58,"17,868.23","1,786.82","25,094.05","435,839.91"
2016/9/27,"18,644.30","18,979.90","18,614.30","18,978.87",304.6,1.63,"17,978.87","1,797.89","29,467.17","515,170.52"
2016/9/26,"19,063.48","19,064.83","18,669.39","18,674.27",-417.84,-2.19,"17,674.27","1,767.43","26,819.45","564,315.18"
2016/9/23,"19,093.86","19,207.76","19,059.59","19,092.11",17.73,0.09,"18,092.11","1,809.21","30,814.57","595,463.61"
2016/9/22,"19,091.56","19,113.77","18,997.68","19,074.38",114.43,0.6,"18,074.38","1,807.44","23,511.36","485,616.29"
2016/9/21,"18,873.30","19,029.38","18,838.92","18,959.95",86.64,0.46,"17,959.95","1,795.99","20,072.76","452,801.84"
2016/9/20,"18,963.89","18,963.89","18,831.59","18,873.30",-90.58,-0.48,"17,873.30","1,787.33","19,506.43","400,445.17"
2016/9/19,"18,719.41","18,963.89","18,719.41","18,963.89",244.48,1.31,"17,963.89","1,796.39","18,244.39","347,419.36"
2016/9/14,"18,762.37","18,842.73","18,631.95","18,719.41",-48.34,-0.26,"17,719.41","1,771.94","14,034.57","318,547.98"
2016/9/13,"18,807.12","18,854.80","18,666.84","18,767.74",77.39,0.41,"17,767.74","1,776.77","16,138.03","365,538.60"
2016/9/12,"18,862.54","18,976.50","18,688.98","18,690.35",-580.17,-3.01,"17,690.35","1,769.04","23,979.25","523,244.73"
2016/9/9,"19,490.26","19,491.86","19,262.10","19,270.53",-220.89,-1.13,"18,270.53","1,827.05","24,181.29","537,747.56"
2016/9/8,"19,384.44","19,549.79","19,356.07","19,491.41",102.36,0.53,"18,491.41","1,849.14","23,204.29","524,942.49"
2016/9/7,"19,417.36","19,550.54","19,358.14","19,389.05",-28.04,-0.14,"18,389.05","1,838.90","26,922.93","588,500.07"
2016/9/6,"19,088.50","19,421.88","18,940.11","19,417.09",349.09,1.83,"18,417.09","1,841.71","25,840.86","567,157.86"
2016/9/5,"19,135.19","19,224.09","19,034.88","19,067.99",-39.47,-0.21,"18,067.99","1,806.80","23,036.96","445,067.56"
2016/9/2,"19,168.41","19,257.45","18,925.98","19,107.46",-138.74,-0.72,"18,107.46","1,810.75","28,213.43","514,870.33"
2016/9/1,"19,336.70","19,400.42","19,242.79","19,246.20",-73.8,-0.38,"18,246.20","1,824.62","20,688.47","474,681.72"
2016/8/31,"19,297.23","19,323.96","19,084.22","19,320.00",31.58,0.16,"18,320.00","1,832.00","18,610.86","452,919.47"
2016/8/30,"19,236.86","19,403.50","19,219.61","19,288.41",43.23,0.22,"18,288.41","1,828.84","22,583.36","527,556.38"
2016/8/29,"19,198.16","19,291.41","19,137.20","19,245.19",-6.33,-0.03,"18,245.19","1,824.52","20,018.43","433,790.55"
2016/8/26,"19,277.81","19,491.46","19,208.56","19,251.52",11.88,0.06,"18,251.52","1,825.15","24,300.64","542,163.22"
2016/8/25,"19,251.89","19,292.76","18,981.55","19,239.64",-136.49,-0.7,"18,239.64","1,823.96","25,019.87","581,596.13"
2016/8/24,"19,309.32","19,544.28","19,301.29","19,376.13",160.96,0.84,"18,376.13","1,837.61","23,541.42","547,280.44"
2016/8/23,"19,109.33","19,251.56","19,037.48","19,215.17",110.21,0.58,"18,215.17","1,821.52","22,657.12","521,525.80"
2016/8/22,"19,467.58","19,484.81","19,103.06","19,104.97",-396.36,-2.03,"18,104.97","1,810.50","27,819.52","630,592.40"
2016/8/19,"19,432.06","19,569.18","19,391.94","19,501.33",35.59,0.18,"18,501.33","1,850.13","23,573.82","573,289.21"
2016/8/18,"19,474.38","19,567.66","19,359.72","19,465.73",-7.55,-0.04,"18,465.73","1,846.57","29,589.91","725,572.74"
2016/8/17,"19,281.25","19,511.91","19,281.25","19,473.28",202.76,1.05,"18,473.28","1,847.33","31,765.12","800,381.36"
2016/8/16,"19,236.68","19,364.12","19,205.98","19,270.52",56.5,0.29,"18,270.52","1,827.05","28,244.94","721,450.03"
2016/8/15,"18,674.21","19,263.68","18,550.05","19,214.02",585.17,3.14,"18,214.02","1,821.40","37,811.38","892,735.13"
2016/8/12,"18,393.28","18,628.85","18,361.30","18,628.85",208.83,1.13,"17,628.85","1,762.88","18,741.53","449,815.99"
2016/8/11,"18,713.31","18,749.04","18,420.02","18,420.02",-359.16,-1.91,"17,420.02","1,742.00","22,247.76","532,015.26"
2016/8/10,"18,903.83","18,961.05","18,775.37","18,779.18",-116.8,-0.62,"17,779.18","1,777.92","25,234.17","578,033.73"
2016/8/9,"18,605.35","18,896.80","18,587.29","18,895.99",334.64,1.8,"17,895.99","1,789.60","28,575.29","648,811.45"
2016/8/8,"18,380.90","18,561.35","18,171.02","18,561.35",142.01,0.77,"17,561.35","1,756.14","22,804.53","561,938.39"
2016/8/5,"18,609.87","18,628.53","18,405.29","18,419.34",-196.53,-1.06,"17,419.34","1,741.93","26,150.04","451,093.83"
2016/8/4,"18,405.11","18,684.95","18,352.31","18,615.87",267.16,1.46,"17,615.87","1,761.59","25,550.14","468,487.31"
2016/8/3,"18,334.51","18,405.22","18,210.20","18,348.71",20.34,0.11,"17,348.71","1,734.87","19,144.61","369,285.12"
2016/8/2,"18,232.12","18,362.08","18,176.90","18,328.38",103.66,0.57,"17,328.38","1,732.84","20,017.52","370,615.54"
2016/8/1,"18,269.00","18,350.93","17,836.88","18,224.72",-119.75,-0.65,"17,224.72","1,722.47","30,243.08","566,795.78"
2016/7/29,"18,522.50","18,596.23","18,230.91","18,344.47",-170.87,-0.92,"17,344.47","1,734.45","26,511.97","502,043.32"
2016/7/28,"18,738.47","18,837.04","18,261.92","18,515.35",-278.48,-1.48,"17,515.35","1,751.53","39,752.37","802,579.38"
2016/7/27,"19,881.24","19,919.42","18,618.50","18,793.83","-1,102.65",-5.54,"17,793.83","1,779.38","53,011.28","1,135,635.55"
2016/7/26,"19,617.08","19,896.48","19,617.08","19,896.48",254.49,1.3,"18,896.48","1,889.65","32,231.04","651,000.53"
2016/7/25,"19,645.94","19,727.47","19,498.04","19,641.99",6.18,0.03,"18,641.99","1,864.20","31,916.73","684,036.16"
2016/7/22,"19,640.48","19,755.51","19,556.17","19,635.81",-34.36,-0.17,"18,635.81","1,863.58","35,216.61","836,283.95"
2016/7/21,"19,516.96","19,807.81","19,451.05","19,670.17",146.47,0.75,"18,670.17","1,867.02","38,726.01","929,541.55"
2016/7/20,"19,462.57","19,703.85","19,390.57","19,523.70",67.93,0.35,"18,523.70","1,852.37","37,086.71","756,311.61"
2016/7/19,"19,304.68","19,455.77","19,144.27","19,455.77",157.91,0.82,"18,455.77","1,845.58","28,443.81","597,718.02"
2016/7/18,"19,257.05","19,465.59","19,138.24","19,297.86",-10.12,-0.05,"18,297.86","1,829.79","35,690.06","688,859.98"
2016/7/15,"19,488.94","19,521.08","19,243.35","19,307.98",-199.9,-1.02,"18,307.98","1,830.80","33,665.24","723,078.28"
2016/7/14,"19,392.13","19,508.16","19,332.85","19,507.89",97.47,0.5,"18,507.89","1,850.79","36,782.48","822,851.73"
2016/7/13,"19,147.53","19,495.19","19,080.21","19,410.42",257.49,1.34,"18,410.42","1,841.04","46,611.23","970,740.84"
2016/7/12,"18,837.54","19,152.93","18,439.00","19,152.93",567.81,3.06,"18,152.93","1,815.29","47,715.82","969,791.39"
2016/7/11,"18,871.40","18,937.64","18,570.65","18,585.11",-274.49,-1.46,"17,585.11","1,758.51","46,519.70","910,741.18"
2016/7/8,"18,639.91","19,034.40","18,572.21","18,859.61",193.42,1.04,"17,859.61","1,785.96","38,017.03","747,207.34"
2016/7/7,"18,828.70","18,851.71","18,421.84","18,666.19",-171.32,-0.91,"17,666.19","1,766.62","34,700.25","728,546.76"
2016/7/6,"18,710.94","18,866.22","18,682.28","18,837.51",64.68,0.34,"17,837.51","1,783.75","33,153.26","709,592.02"
2016/7/5,"18,797.55","18,849.66","18,580.12","18,772.83",-27.35,-0.15,"17,772.83","1,777.28","33,526.98","757,580.22"
2016/7/4,"18,270.53","18,800.18","18,261.30","18,800.18",386.1,2.1,"17,800.18","1,780.02","35,836.39","807,579.10"
2016/7/1,"18,572.72","18,656.12","18,350.69","18,414.09",-149.6,-0.81,"17,414.09","1,741.41","32,301.68","733,608.24"
2016/6/30,"18,468.13","18,592.83","18,429.09","18,563.69",152.69,0.83,"17,563.69","1,756.37","33,249.48","727,817.98"
2016/6/29,"18,572.99","18,613.15","18,356.76","18,411.00",-102.52,-0.55,"17,411.00","1,741.10","39,124.03","809,542.59"
2016/6/28,"18,235.76","18,571.30","18,208.70","18,513.52",226.89,1.24,"17,513.52","1,751.35","51,948.52","1,070,343.10"
2016/6/27,"17,478.72","18,318.35","17,478.72","18,286.63",696.64,3.96,"17,286.63","1,728.66","48,883.90","1,014,604.92"
2016/6/24,"17,691.19","17,814.89","16,985.62","17,589.99",-160.02,-0.9,"16,589.99","1,659.00","44,452.70","927,742.58"
2016/6/23,"17,680.16","17,905.90","17,554.98","17,750.01",74.24,0.42,"16,750.01","1,675.00","40,289.30","803,557.15"
2016/6/22,"17,128.81","17,675.77","17,095.26","17,675.77",484.61,2.82,"16,675.77","1,667.58","37,626.19","675,559.51"
2016/6/21,"17,536.54","17,616.66","17,102.48","17,191.16",-202.47,-1.16,"16,191.16","1,619.12","35,245.70","661,397.67"
2016/6/20,"17,243.33","17,423.63","17,031.82","17,393.63",128.35,0.74,"16,393.63","1,639.36","30,885.66","537,674.02"
2016/6/17,"17,275.48","17,573.24","17,140.87","17,265.29",21.69,0.13,"16,265.29","1,626.53","31,705.09","542,544.89"
2016/6/16,"17,336.26","17,406.17","17,183.65","17,243.59",-120.08,-0.69,"16,243.59","1,624.36","29,466.33","535,022.21"
2016/6/15,"16,658.41","17,477.42","16,637.70","17,363.68",545.43,3.24,"16,363.68","1,636.37","32,797.83","603,911.80"
2016/6/14,"16,807.96","16,964.31","16,657.21","16,818.25",-45.82,-0.27,"15,818.25","1,581.82","21,047.48","436,974.76"
2016/6/13,"17,671.12","17,811.76","16,857.01","16,864.07","-1,086.89",-6.05,"15,864.07","1,586.41","32,886.43","728,917.98"
2016/6/8,"17,921.98","18,066.66","17,818.72","17,950.95",-16.83,-0.09,"16,950.95","1,695.10","27,622.60","659,417.50"
2016/6/7,"17,981.03","17,993.56","17,803.91","17,967.78",3.6,0.02,"16,967.78","1,696.78","28,324.11","615,594.52"
2016/6/6,"17,980.39","18,061.56","17,848.84","17,964.19",30.7,0.17,"16,964.19","1,696.42","33,925.15","755,011.24"
2016/6/3,"17,846.44","18,057.96","17,734.27","17,933.49",58.15,0.33,"16,933.49","1,693.35","40,135.06","927,748.90"
2016/6/2,"17,748.40","17,875.82","17,624.55","17,875.34",155.6,0.88,"16,875.34","1,687.53","35,140.40","756,120.38"
2016/6/1,"17,717.48","17,885.95","17,657.12","17,719.74",80.49,0.46,"16,719.74","1,671.97","38,408.16","968,165.53"
2016/5/31,"16,687.92","17,653.22","16,687.92","17,639.25","1,032.45",6.22,"16,639.25","1,663.92","45,909.63","991,105.27"
2016/5/30,"16,495.61","16,770.70","16,403.31","16,606.80",34.8,0.21,"15,606.80","1,560.68","20,068.72","450,490.21"
2016/5/27,"16,639.80","16,708.22","16,526.08","16,572.00",-110.6,-0.66,"15,572.00","1,557.20","20,044.40","467,707.22"
2016/5/26,"16,528.63","16,683.48","16,191.94","16,682.60",116.22,0.7,"15,682.60","1,568.26","20,486.99","476,241.30"
2016/5/25,"16,680.20","16,858.67","16,483.71","16,566.38",27.69,0.17,"15,566.38","1,556.64","20,696.33","488,322.87"
2016/5/24,"16,618.47","16,640.09","16,362.02","16,538.69",-112.87,-0.68,"15,538.69","1,553.87","19,275.21","432,268.57"
2016/5/23,"16,369.33","16,700.01","16,369.33","16,651.56",326.87,2,"15,651.56","1,565.16","22,911.77","525,859.23"
2016/5/20,"15,905.30","16,324.69","15,825.53","16,324.69",265.62,1.65,"15,324.69","1,532.47","16,771.40","385,528.39"
2016/5/19,"15,981.35","16,413.10","15,981.35","16,059.08",104.91,0.66,"15,059.08","1,505.91","19,527.64","425,345.66"
2016/5/18,"16,355.49","16,355.49","15,765.63","15,954.16",-554.85,-3.36,"14,954.16","1,495.42","19,046.93","400,761.65"
2016/5/17,"16,354.27","16,713.13","16,191.14","16,509.01",158.71,0.97,"15,509.01","1,550.90","22,767.80","517,101.59"
2016/5/16,"16,012.54","16,350.30","15,967.13","16,350.30",266.44,1.66,"15,350.30","1,535.03","15,938.24","332,791.49"
2016/5/13,"16,178.89","16,387.90","15,980.29","16,083.87",-142.08,-0.88,"15,083.87","1,508.39","14,617.07","320,803.85"
2016/5/12,"15,760.66","16,238.67","15,711.44","16,225.95",-51.8,-0.32,"15,225.95","1,522.59","16,006.86","343,016.91"
2016/5/11,"16,638.44","16,690.24","16,249.01","16,277.74",-257.1,-1.55,"15,277.74","1,527.77","16,769.87","359,866.17"
2016/5/10,"16,484.24","16,637.17","16,449.87","16,534.85",-1.99,-0.01,"15,534.85","1,553.48","14,989.62","336,037.07"
2016/5/9,"17,049.49","17,049.49","16,441.67","16,536.83",-717.18,-4.16,"15,536.83","1,553.68","24,825.39","563,142.21"
2016/5/6,"18,020.63","18,146.18","17,254.01","17,254.01",-729.52,-4.06,"16,254.01","1,625.40","33,905.60","858,564.94"
2016/5/5,"17,813.94","17,994.97","17,754.87","17,983.53",149.22,0.84,"16,983.53","1,698.35","20,819.64","523,017.58"
2016/5/4,"17,822.14","17,951.89","17,736.90","17,834.31",-63.87,-0.36,"16,834.31","1,683.43","22,778.50","562,285.38"
2016/5/3,"17,304.03","17,898.18","17,212.53","17,898.18",606.07,3.5,"16,898.18","1,689.82","28,868.38","708,324.46"
2016/4/29,"17,246.35","17,408.03","17,220.61","17,292.11",-117.85,-0.68,"16,292.11","1,629.21","19,655.94","459,212.00"
2016/4/28,"17,303.73","17,429.31","16,978.44","17,409.96",125.24,0.72,"16,409.96","1,641.00","24,274.80","579,175.75"
2016/4/27,"17,480.59","17,532.19","17,263.28","17,284.72",-207.32,-1.19,"16,284.72","1,628.47","20,975.96","509,538.81"
2016/4/26,"17,221.14","17,492.04","17,151.99","17,492.04",277.72,1.61,"16,492.04","1,649.20","22,006.37","526,135.03"
2016/4/25,"17,256.93","17,256.93","16,891.73","17,214.32",-163.75,-0.94,"16,214.32","1,621.43","23,843.44","549,813.73"
2016/4/22,"17,092.34","17,378.87","17,053.89","17,378.06",170.42,0.99,"16,378.06","1,637.81","21,032.05","508,466.20"
2016/4/21,"17,509.19","17,660.21","17,185.01","17,207.64",-446.26,-2.53,"16,207.64","1,620.76","27,092.02","668,840.81"
2016/4/20,"18,753.20","18,813.54","17,355.00","17,653.91",-947.91,-5.1,"16,653.91","1,665.39","48,176.26","1,214,861.26"
2016/4/19,"18,598.37","18,671.11","18,391.47","18,601.82",113.78,0.62,"17,601.82","1,760.18","26,019.06","680,722.01"
2016/4/18,"18,668.47","18,668.47","18,344.56","18,488.04",-393.47,-2.08,"17,488.04","1,748.80","28,353.75","725,691.68"
2016/4/15,"19,007.87","19,039.57","18,756.20","18,881.51",-118.61,-0.62,"17,881.51","1,788.15","29,784.28","786,922.25"
2016/4/14,"18,875.02","19,005.89","18,662.27","19,000.12",209.55,1.12,"18,000.12","1,800.01","37,167.91","953,115.90"
2016/4/13,"18,639.21","19,050.77","18,587.16","18,790.57",246.27,1.33,"17,790.57","1,779.06","53,780.74","1,403,982.10"
2016/4/12,"18,551.35","18,680.82","18,278.16","18,544.30",-1.97,-0.01,"17,544.30","1,754.43","32,801.77","889,801.26"
2016/4/11,"18,311.11","18,723.63","18,311.11","18,546.28",440.47,2.43,"17,546.28","1,754.63","37,193.64","971,077.98"
2016/4/8,"17,977.92","18,105.80","17,780.83","18,105.80",-81.85,-0.45,"17,105.80","1,710.58","32,249.67","767,136.52"
2016/4/7,"18,652.81","18,716.96","18,184.90","18,187.65",-416.38,-2.24,"17,187.65","1,718.77","38,901.06","983,086.98"
2016/4/6,"18,436.97","18,650.39","18,349.52","18,604.03",30.34,0.16,"17,604.03","1,760.40","42,516.68","1,070,921.64"
2016/4/5,"17,888.54","18,595.43","17,817.01","18,573.68",687.29,3.84,"17,573.68","1,757.37","42,192.48","1,065,381.80"
2016/4/1,"17,926.00","17,965.40","17,526.83","17,886.39",-140.3,-0.78,"16,886.39","1,688.64","34,665.02","831,355.41"
2016/3/31,"18,057.83","18,263.07","17,943.66","18,026.70",169.07,0.95,"17,026.70","1,702.67","48,999.88","1,184,615.80"
2016/3/30,"17,160.95","17,857.62","17,160.95","17,857.62",888.67,5.24,"16,857.62","1,685.76","39,208.63","984,375.34"
2016/3/29,"16,968.95","16,968.95","16,968.95","16,968.95",-462.07,-2.65,"15,968.95","1,596.90","32,467.84","807,388.02"
2016/3/28,"17,683.50","18,000.67","17,353.02","17,431.02",-139.84,-0.8,"16,431.02","1,643.10","37,145.25","915,638.00"
2016/3/25,"17,517.19","17,709.43","17,267.40","17,570.86",-40.95,-0.23,"16,570.86","1,657.09","31,391.01","804,409.14"
2016/3/24,"17,790.25","18,040.05","17,604.87","17,611.81",-316.19,-1.76,"16,611.81","1,661.18","46,674.25","1,240,399.23"
2016/3/23,"17,527.71","17,929.56","17,521.45","17,928.00",357.59,2.04,"16,928.00","1,692.80","44,119.10","1,126,954.86"
2016/3/22,"17,446.71","17,779.47","17,328.78","17,570.41",-62.34,-0.35,"16,570.41","1,657.04","36,998.02","972,561.27"
2016/3/21,"17,450.90","17,632.74","17,277.24","17,632.74",494.95,2.89,"16,632.74","1,663.27","53,533.45","1,395,608.52"
2016/3/18,"16,431.02","17,213.71","16,416.83","17,137.79",767.61,4.69,"16,137.79","1,613.78","55,955.17","1,391,023.22"
2016/3/17,"15,583.29","16,433.64","15,553.56","16,370.19",820.77,5.28,"15,370.19","1,537.02","47,902.57","1,074,124.68"
2016/3/16,"15,845.75","15,919.17","15,333.46","15,549.42",-76.85,-0.49,"14,549.42","1,454.94","33,212.84","728,278.10"
2016/3/15,"15,838.76","15,878.67","15,576.32","15,626.27",-194.6,-1.23,"14,626.27","1,462.63","31,036.62","692,188.56"
2016/3/14,"15,220.43","15,961.30","15,199.79","15,820.87",901.88,6.05,"14,820.87","1,482.09","33,652.40","749,260.19"
2016/3/11,"14,644.61","15,005.38","14,563.24","14,918.99",44.83,0.3,"13,918.99","1,391.90","19,652.99","405,341.14"
2016/3/10,"15,207.99","15,380.49","14,838.82","14,874.16",-303.33,-2,"13,874.16","1,387.42","23,246.88","488,513.19"
2016/3/9,"14,998.12","15,522.70","14,865.68","15,177.50",-241.29,-1.56,"14,177.50","1,417.75","26,927.76","590,139.56"
2016/3/8,"15,003.17","15,419.18","14,233.28","15,418.79",346.36,2.3,"14,418.79","1,441.88","31,627.90","678,980.05"
2016/3/7,"14,748.83","15,357.11","14,748.83","15,072.43",496.83,3.41,"14,072.43","1,407.24","26,277.84","571,133.83"
2016/3/4,"15,295.12","15,377.61","14,325.31","14,575.60",-827.6,-5.37,"13,575.60","1,357.56","34,496.10","714,457.88"
2016/3/3,"15,369.15","15,989.23","15,320.31","15,403.20",1.17,0.01,"14,403.20","1,440.32","38,744.24","872,848.58"
2016/3/2,"14,613.20","15,453.19","14,529.73","15,402.03",707.69,4.82,"14,402.03","1,440.20","34,959.43","757,563.79"
2016/3/1,"14,450.06","14,913.68","13,785.85","14,694.34",220.39,1.52,"13,694.34","1,369.43","32,082.75","675,041.27"
2016/2/29,"15,679.66","15,679.66","14,381.88","14,473.94","-1,312.27",-8.31,"13,473.94","1,347.39","26,279.42","532,061.55"
2016/2/26,"16,203.94","16,326.05","15,423.02","15,786.22",-357.16,-2.21,"14,786.22","1,478.62","25,599.42","576,722.14"
2016/2/25,"17,670.90","17,671.55","16,120.40","16,143.38","-1,624.76",-9.14,"15,143.38","1,514.34","34,587.88","802,681.81"
2016/2/24,"17,843.21","18,043.67","17,268.08","17,768.13",-176.84,-0.99,"16,768.13","1,676.81","32,739.50","802,765.84"
2016/2/23,"18,236.68","18,297.59","17,614.87","17,944.97",-310.66,-1.7,"16,944.97","1,694.50","28,783.44","744,906.92"
2016/2/22,"18,268.06","18,313.16","17,973.29","18,255.63",256.72,1.43,"17,255.63","1,725.56","36,060.73","864,778.11"
2016/2/19,"17,621.07","18,222.62","17,588.68","17,998.91",311.46,1.76,"16,998.91","1,699.89","34,693.70","838,736.66"
2016/2/18,"18,004.82","18,073.18","17,637.53","17,687.45",-197.41,-1.1,"16,687.45","1,668.75","30,745.99","755,930.25"
2016/2/17,"17,631.80","17,901.36","17,369.16","17,884.87",234.72,1.33,"16,884.87","1,688.49","32,464.69","772,289.40"
2016/2/16,"16,798.77","17,722.12","16,798.77","17,650.15",971.57,5.83,"16,650.15","1,665.01","29,601.97","698,122.13"
2016/2/15,"16,050.80","16,815.18","16,038.50","16,678.58",-115.14,-0.69,"15,678.58","1,567.86","18,837.37","402,694.11"
2016/2/5,"17,052.47","17,173.95","16,780.82","16,793.73",-239.5,-1.41,"15,793.73","1,579.37","21,091.05","476,183.50"
2016/2/4,"16,614.29","17,167.75","16,614.29","17,033.22",409.01,2.46,"16,033.22","1,603.32","29,448.98","687,480.85"
2016/2/3,"16,289.22","16,705.67","16,116.55","16,624.22",83.08,0.5,"15,624.22","1,562.42","26,054.54","571,464.78"
2016/2/2,"15,579.54","16,611.83","15,578.82","16,541.14",960.35,6.16,"15,541.14","1,554.11","30,273.71","685,455.37"
2016/2/1,"15,782.11","15,906.96","15,251.41","15,580.79",-240.69,-1.52,"14,580.79","1,458.08","28,895.90","625,535.29"
2016/1/29,"14,887.13","15,996.16","14,869.58","15,821.48",928.71,6.24,"14,821.48","1,482.15","27,849.50","602,245.96"
2016/1/28,"15,564.02","15,791.36","14,803.89","14,892.77","-1,031.74",-6.48,"13,892.77","1,389.28","22,139.64","488,086.74"
2016/1/27,"16,183.50","16,227.68","14,852.86","15,924.51",-254.1,-1.57,"14,924.51","1,492.45","30,377.47","668,897.11"
2016/1/26,"17,533.23","17,603.36","16,144.18","16,178.61","-1,670.95",-9.36,"15,178.61","1,517.86","29,224.88","702,565.81"
2016/1/25,"17,928.21","18,079.97","17,563.23","17,849.56",191.67,1.09,"16,849.56","1,684.96","22,438.24","569,930.55"
2016/1/22,"17,600.42","17,739.88","16,885.86","17,657.89",369.94,2.14,"16,657.89","1,665.79","49,324.37","1,202,620.95"
2016/1/21,"17,824.48","18,584.16","17,287.95","17,287.95",-837.55,-4.62,"16,287.95","1,628.79","32,163.96","776,662.66"
2016/1/20,"18,260.11","18,540.58","17,933.50","18,125.50",-275.67,-1.5,"17,125.50","1,712.55","31,437.38","780,930.45"
2016/1/19,"17,476.84","18,429.20","17,379.98","18,401.17",886.48,5.06,"17,401.17","1,740.12","34,753.02","872,955.35"
2016/1/18,"16,529.48","17,880.53","16,525.95","17,514.69",508.72,2.99,"16,514.69","1,651.47","29,199.20","742,984.65"
2016/1/15,"17,471.81","17,851.76","16,891.22","17,005.97",-683.29,-3.86,"16,005.97","1,600.60","32,393.00","808,083.49"
2016/1/14,"15,961.76","17,741.76","15,909.48","17,689.26","1,011.91",6.07,"16,689.26","1,668.93","33,729.87","811,779.76"
2016/1/13,"17,764.60","17,925.43","16,677.35","16,677.35",-956.95,-5.43,"15,677.35","1,567.74","27,742.47","680,373.47"
2016/1/12,"17,354.16","17,964.69","17,036.41","17,634.30",124.07,0.71,"16,634.30","1,663.43","32,861.30","800,864.91"
2016/1/11,"18,614.97","18,768.93","17,509.63","17,510.23","-1,722.25",-8.95,"16,510.23","1,651.02","30,766.65","791,846.50"
2016/1/8,"19,932.20","20,181.37","18,209.32","19,232.48",-420.07,-2.14,"18,232.48","1,823.25","36,800.51","1,004,265.79"
2016/1/7,"21,046.83","21,046.83","19,649.90","19,652.55","-2,033.80",-9.38,"18,652.55","1,865.26","7,785.68","222,068.20"
2016/1/6,"21,320.96","21,698.37","20,740.44","21,686.35",551.19,2.61,"20,686.35","2,068.63","31,413.87","951,169.97"
2016/1/5,"20,539.87","21,908.23","20,398.44","21,135.15",-996.25,-4.5,"20,135.15","2,013.52","39,010.28","1,151,152.46"
2016/1/4,"24,247.73","24,255.72","22,112.99","22,131.40","-2,236.07",-9.18,"21,131.40","2,113.14","27,375.29","892,474.00"
2015/12/31,"24,980.38","25,077.33","24,367.47","24,367.47",-648.85,-2.59,"23,367.47","2,336.75","34,702.84","1,185,084.71"
2015/12/30,"24,250.00","25,117.06","24,250.00","25,016.32",859.45,3.56,"24,016.32","2,401.63","43,521.74","1,415,350.62"
2015/12/29,"23,597.95","24,156.87","23,498.74","24,156.87",432.83,1.82,"23,156.87","2,315.69","30,642.63","1,045,514.14"
2015/12/28,"24,200.80","24,537.36","23,724.04","23,724.04",-391.94,-1.63,"22,724.04","2,272.40","41,797.62","1,434,699.68"
2015/12/25,"24,157.77","24,343.99","23,916.81","24,115.98",-98.91,-0.41,"23,115.98","2,311.60","26,670.18","920,554.42"
2015/12/24,"23,915.95","24,284.38","23,435.32","24,214.89",180.87,0.75,"23,214.89","2,321.49","35,959.77","1,206,579.31"
2015/12/23,"24,756.31","24,852.25","23,970.19","24,034.02",-754.84,-3.05,"23,034.02","2,303.40","48,421.37","1,747,059.47"
2015/12/22,"24,402.78","24,831.61","24,310.86","24,788.86",398.99,1.64,"23,788.86","2,378.89","41,017.17","1,419,194.65"
2015/12/21,"24,326.02","24,475.67","24,126.76","24,389.87",47.9,0.2,"23,389.87","2,338.99","40,649.45","1,350,904.83"
2015/12/18,"24,640.63","24,747.13","24,169.37","24,341.98",-377.88,-1.53,"23,341.98","2,334.20","40,559.55","1,391,416.03"
2015/12/17,"23,786.63","24,719.86","23,786.19","24,719.86","1,047.15",4.42,"23,719.86","2,371.99","50,222.55","1,636,974.71"
