交易日期↓,开盘点位,最高点位,最低点位,收盘点位,涨跌,涨跌幅(%),开始日累计涨跌,开始日累计涨跌幅（%）,成交量(万股),成交额(万元)
2014/4/16,"6,111.72","6,140.74","6,048.64","6,073.95",-36.07,-0.59,"5,073.95",507.39,"8,281.03","147,532.56"
2014/4/15,"6,149.92","6,160.08","6,092.64","6,110.02",-35.45,-0.58,"5,110.02",511,"11,990.27","200,768.96"
2014/4/14,"6,092.51","6,147.29","6,089.45","6,145.47",69.58,1.15,"5,145.47",514.55,"12,510.46","214,641.11"
2014/4/11,"6,071.75","6,102.71","6,043.69","6,075.89",-11.55,-0.19,"5,075.89",507.59,"8,370.65","137,791.92"
2014/4/10,"6,067.07","6,163.42","6,065.77","6,087.44",52.01,0.86,"5,087.44",508.74,"12,002.32","208,144.89"
2014/4/9,"5,890.77","6,037.68","5,890.77","6,035.42",147.93,2.51,"5,035.42",503.54,"11,631.69","191,895.99"
2014/4/8,"5,829.49","5,895.53","5,805.14","5,887.50",3.33,0.06,"4,887.50",488.75,"10,190.57","162,069.59"
2014/4/4,"5,778.77","5,884.17","5,757.08","5,884.17",82.09,1.41,"4,884.17",488.42,"7,725.50","135,470.83"
2014/4/3,"5,787.87","5,849.71","5,752.41","5,802.07",22.65,0.39,"4,802.07",480.21,"8,336.09","136,981.78"
2014/4/2,"5,811.44","5,841.72","5,700.04","5,779.42",-34.36,-0.59,"4,779.42",477.94,"9,121.87","149,692.83"
2014/4/1,"5,657.67","5,815.82","5,654.91","5,813.78",146.83,2.59,"4,813.78",481.38,"7,958.46","132,005.70"
2014/3/31,"5,697.41","5,742.43","5,619.73","5,666.95",-63.62,-1.11,"4,666.95",466.7,"8,850.79","139,825.74"
2014/3/28,"5,937.41","5,945.71","5,714.42","5,730.57",-275.64,-4.59,"4,730.57",473.06,"11,609.87","182,547.57"
2014/3/27,"6,159.11","6,162.81","6,006.22","6,006.22",-176.06,-2.85,"5,006.22",500.62,"11,590.60","193,563.79"
2014/3/26,"6,070.28","6,182.28","6,069.72","6,182.28",104.16,1.71,"5,182.28",518.23,"12,068.37","201,321.15"
2014/3/25,"6,042.02","6,111.22","6,018.64","6,078.12",9.98,0.16,"5,078.12",507.81,"14,495.82","231,112.94"
2014/3/24,"6,124.95","6,182.48","6,053.47","6,068.14",-75.14,-1.22,"5,068.14",506.81,"11,106.82","194,123.03"
2014/3/21,"5,990.34","6,150.74","5,913.01","6,143.28",106.67,1.77,"5,143.28",514.33,"13,766.22","219,649.00"
2014/3/20,"6,228.25","6,261.31","6,036.61","6,036.61",-171.63,-2.76,"5,036.61",503.66,"16,270.29","253,714.68"
2014/3/19,"6,216.04","6,221.58","6,155.82","6,208.24",-11.87,-0.19,"5,208.24",520.82,"9,409.41","175,395.70"
2014/3/18,"6,132.53","6,267.23","6,132.53","6,220.10",90.4,1.47,"5,220.10",522.01,"8,371.99","163,478.20"
2014/3/17,"5,961.00","6,131.15","5,952.60","6,129.70",163.79,2.75,"5,129.70",512.97,"8,700.52","161,902.57"
2014/3/14,"5,937.08","6,046.14","5,915.16","5,965.92",1.8,0.03,"4,965.92",496.59,"9,056.02","158,725.23"
2014/3/13,"5,886.24","5,964.78","5,870.33","5,964.12",81.22,1.38,"4,964.12",496.41,"8,450.78","139,178.45"
2014/3/12,"5,938.90","5,974.69","5,782.42","5,882.90",-43.41,-0.73,"4,882.90",488.29,"11,895.85","188,115.61"
2014/3/11,"6,009.43","6,042.25","5,850.76","5,926.32",-71.07,-1.19,"4,926.32",492.63,"13,859.72","214,396.61"
2014/3/10,"6,193.99","6,193.99","5,967.83","5,997.39",-196.94,-3.18,"4,997.39",499.74,"10,103.79","168,160.67"
2014/3/7,"6,231.62","6,265.51","6,158.55","6,194.33",-15.97,-0.26,"5,194.33",519.43,"8,097.95","143,723.40"
2014/3/6,"6,181.48","6,220.06","6,106.82","6,210.30",48.65,0.79,"5,210.30",521.03,"7,895.35","149,804.15"
2014/3/5,"6,158.81","6,199.08","6,132.91","6,161.65",37.43,0.61,"5,161.65",516.17,"9,728.21","168,441.11"
2014/3/4,"6,117.37","6,195.50","6,058.39","6,124.22",-40.26,-0.65,"5,124.22",512.42,"11,680.59","212,742.69"
2014/3/3,"5,994.84","6,166.56","5,966.47","6,164.48",143.55,2.38,"5,164.48",516.45,"11,323.35","200,431.51"
2014/2/28,"6,000.78","6,034.52","5,871.52","6,020.93",91.86,1.55,"5,020.93",502.09,"11,366.56","218,171.05"
2014/2/27,"6,057.67","6,196.17","5,918.29","5,929.08",-129.23,-2.13,"4,929.08",492.91,"12,980.09","255,988.43"
2014/2/26,"5,961.46","6,064.67","5,787.65","6,058.31",25.01,0.41,"5,058.31",505.83,"11,045.34","221,191.53"
2014/2/25,"6,332.51","6,426.81","5,986.84","6,033.30",-301.97,-4.77,"5,033.30",503.33,"17,792.09","350,692.77"
2014/2/24,"6,198.45","6,337.31","6,157.64","6,335.27",107.78,1.73,"5,335.27",533.53,"11,318.23","218,805.88"
2014/2/21,"6,143.22","6,274.32","6,129.43","6,227.48",84.21,1.37,"5,227.48",522.75,"10,494.13","208,838.31"
2014/2/20,"6,243.01","6,250.91","6,081.28","6,143.27",-104.61,-1.67,"5,143.27",514.33,"12,681.21","235,606.04"
2014/2/19,"6,260.41","6,299.09","6,213.27","6,247.89",-18.8,-0.3,"5,247.89",524.79,"15,019.20","269,912.67"
2014/2/18,"6,271.60","6,312.92","6,233.81","6,266.69",5.74,0.09,"5,266.69",526.67,"15,729.20","296,371.27"
2014/2/17,"6,040.41","6,261.75","6,040.41","6,260.95",233.25,3.87,"5,260.95",526.09,"21,129.35","381,367.81"
2014/2/14,"5,920.87","6,027.98","5,903.56","6,027.69",106.8,1.8,"5,027.69",502.77,"13,573.69","251,406.70"
2014/2/13,"6,105.93","6,119.11","5,914.90","5,920.90",-189.42,-3.1,"4,920.90",492.09,"17,964.89","331,804.48"
2014/2/12,"6,098.98","6,112.23","6,029.15","6,110.31",2.7,0.04,"5,110.31",511.03,"15,798.10","290,569.67"
2014/2/11,"6,021.95","6,136.83","5,972.62","6,107.62",66.19,1.1,"5,107.62",510.76,"24,196.96","437,355.58"
2014/2/10,"5,901.00","6,046.78","5,901.00","6,041.43",137.71,2.33,"5,041.43",504.14,"22,264.69","369,492.47"
2014/2/7,"5,736.21","5,904.59","5,732.88","5,903.72",143.45,2.49,"4,903.72",490.37,"14,341.02","243,625.68"
2014/1/30,"5,740.37","5,811.92","5,715.15","5,760.27",14.65,0.25,"4,760.27",476.03,"13,175.53","235,204.97"
2014/1/29,"5,546.76","5,746.77","5,543.55","5,745.62",204.33,3.69,"4,745.62",474.56,"17,654.84","308,521.91"
2014/1/28,"5,602.68","5,624.49","5,482.03","5,541.30",-84.78,-1.51,"4,541.30",454.13,"13,358.81","235,054.24"
2014/1/27,"5,544.85","5,683.00","5,493.56","5,626.08",64.13,1.15,"4,626.08",462.61,"16,524.07","308,805.08"
2014/1/24,"5,533.05","5,590.88","5,517.69","5,561.94",10.15,0.18,"4,561.94",456.19,"16,786.28","318,313.73"
2014/1/23,"5,393.29","5,593.72","5,388.41","5,551.79",164.91,3.06,"4,551.79",455.18,"20,561.30","382,229.75"
2014/1/22,"5,291.20","5,388.30","5,291.20","5,386.88",110.06,2.09,"4,386.88",438.69,"15,470.95","275,743.32"
2014/1/21,"5,189.28","5,277.73","5,188.12","5,276.82",63.74,1.22,"4,276.82",427.68,"10,812.18","192,314.63"
2014/1/20,"5,213.07","5,213.07","5,213.07","5,213.07",32.24,0.62,"4,213.07",421.31,"9,503.62","176,247.28"
2014/1/17,"5,180.83","5,180.83","5,180.83","5,180.83",51.24,1,"4,180.83",418.08,"9,514.58","158,880.56"
2014/1/16,"5,129.59","5,129.59","5,129.59","5,129.59",-70.06,-1.35,"4,129.59",412.96,"10,262.38","170,398.66"
2014/1/15,"5,100.54","5,199.89","5,094.43","5,199.65",85.18,1.67,"4,199.65",419.97,"10,430.76","170,751.45"
2014/1/14,"4,957.26","5,114.47","4,955.12","5,114.47",163.67,3.31,"4,114.47",411.45,"10,860.06","174,455.25"
2014/1/13,"4,967.83","5,003.53","4,911.60","4,950.80",-21.68,-0.44,"3,950.80",395.08,"7,297.14","116,962.08"
2014/1/10,"5,095.41","5,157.69","4,951.76","4,972.48",-155.64,-3.03,"3,972.48",397.25,"11,186.23","185,755.34"
2014/1/9,"5,210.45","5,294.78","5,128.11","5,128.11",-104.69,-2,"4,128.11",412.81,"16,603.31","291,268.69"
2014/1/8,"5,121.22","5,233.34","5,115.27","5,232.80",108.6,2.12,"4,232.80",423.28,"15,205.59","253,748.60"
2014/1/7,"5,028.46","5,126.58","5,001.04","5,124.20",61.36,1.21,"4,124.20",412.42,"12,029.62","193,639.74"
2014/1/6,"5,170.79","5,190.96","5,044.08","5,062.84",-108.22,-2.09,"4,062.84",406.28,"7,453.42","145,701.54"
2014/1/3,"5,073.88","5,172.13","5,073.50","5,171.06",73.95,1.45,"4,171.06",417.11,"8,161.34","154,530.80"
2014/1/2,"4,981.84","5,098.10","4,950.32","5,097.11",139.6,2.82,"4,097.11",409.71,"7,046.89","120,270.18"
2013/12/31,"4,979.25","4,991.44","4,888.85","4,957.51",-36.01,-0.72,"3,957.51",395.75,"4,890.75","80,003.48"
2013/12/30,"4,938.49","4,998.58","4,936.31","4,993.52",75.48,1.53,"3,993.52",399.35,"5,415.71","93,717.22"
2013/12/27,"4,798.97","4,947.05","4,793.88","4,918.04",112.61,2.34,"3,918.04",391.8,"5,142.94","86,776.20"
2013/12/26,"4,903.99","4,916.36","4,804.62","4,805.43",-108.14,-2.2,"3,805.43",380.54,"4,924.10","89,240.82"
2013/12/25,"4,725.35","4,913.64","4,717.31","4,913.57",208.42,4.43,"3,913.57",391.36,"5,953.07","108,046.18"
2013/12/24,"4,571.45","4,723.72","4,569.24","4,705.15",150.19,3.3,"3,705.15",370.51,"4,308.03","78,805.16"
2013/12/23,"4,615.38","4,623.74","4,482.52","4,554.96",-71.17,-1.54,"3,554.96",355.5,"3,278.06","54,962.86"
2013/12/20,"4,682.34","4,701.79","4,602.65","4,626.14",-54.3,-1.16,"3,626.14",362.61,"3,461.82","51,304.57"
2013/12/19,"4,710.84","4,767.27","4,675.43","4,680.43",-27.67,-0.59,"3,680.43",368.04,"3,493.55","55,869.42"
2013/12/18,"4,748.91","4,753.38","4,691.42","4,708.11",-31.14,-0.66,"3,708.11",370.81,"3,181.42","51,658.15"
2013/12/17,"4,805.61","4,824.49","4,707.21","4,739.24",-84.03,-1.74,"3,739.24",373.92,"4,681.81","79,891.22"
2013/12/16,"4,866.92","4,880.36","4,811.44","4,823.27",-20.51,-0.42,"3,823.27",382.33,"6,033.18","110,784.89"
2013/12/13,"4,818.69","4,872.45","4,799.72","4,843.79",24.96,0.52,"3,843.79",384.38,"4,903.05","85,070.49"
2013/12/12,"4,767.35","4,860.89","4,766.67","4,818.83",44.07,0.92,"3,818.83",381.88,"6,123.92","89,442.34"
2013/12/11,"4,774.74","4,797.03","4,731.54","4,774.76",-0.21,0,"3,774.76",377.48,"6,224.04","83,710.46"
2013/12/10,"4,815.04","4,821.96","4,747.72","4,774.96",-32.39,-0.67,"3,774.96",377.5,"4,968.05","70,089.92"
2013/12/9,"4,734.70","4,807.35","4,734.70","4,807.35",78.57,1.66,"3,807.35",380.73,"5,462.88","78,188.33"
2013/12/6,"4,744.32","4,773.98","4,714.56","4,728.77",-28.93,-0.61,"3,728.77",372.88,"4,427.61","67,069.88"
2013/12/5,"4,796.29","4,822.68","4,739.09","4,757.71",-46.1,-0.96,"3,757.71",375.77,"7,164.63","106,418.15"
2013/12/4,"4,765.50","4,886.75","4,759.45","4,803.81",6.14,0.13,"3,803.81",380.38,"9,722.18","149,310.01"
2013/12/3,"4,712.45","4,834.09","4,613.80","4,797.66",-116.3,-2.37,"3,797.66",379.77,"9,645.01","142,896.00"
2013/12/2,"5,095.56","5,141.84","4,908.02","4,913.97",-497.31,-9.19,"3,913.97",391.4,"11,550.31","169,158.20"
2013/11/29,"5,307.99","5,411.28","5,307.99","5,411.28",106.8,2.01,"4,411.28",441.13,"11,414.36","191,669.57"
2013/11/28,"5,335.89","5,368.73","5,299.39","5,304.48",-17.15,-0.32,"4,304.48",430.45,"10,289.85","175,431.86"
2013/11/27,"5,239.34","5,325.87","5,222.65","5,321.63",93.82,1.79,"4,321.63",432.16,"12,623.74","208,225.95"
2013/11/26,"5,079.00","5,247.08","5,078.28","5,227.81",138.78,2.73,"4,227.81",422.78,"11,064.79","179,917.83"
2013/11/25,"5,047.56","5,135.83","5,020.50","5,089.03",17.21,0.34,"4,089.03",408.9,"7,395.55","116,637.18"
2013/11/22,"5,108.71","5,138.79","5,069.53","5,071.82",-38.93,-0.76,"4,071.82",407.18,"9,029.33","139,049.25"
2013/11/21,"5,156.10","5,156.10","5,060.83","5,110.75",-81.96,-1.58,"4,110.75",411.07,"10,377.53","167,725.15"
2013/11/20,"5,116.35","5,199.98","5,113.16","5,192.71",62.93,1.23,"4,192.71",419.27,"12,039.17","189,017.23"
2013/11/19,"5,130.34","5,166.03","5,090.08","5,129.78",-13.56,-0.26,"4,129.78",412.98,"14,686.17","239,453.55"
2013/11/18,"5,093.42","5,158.83","5,082.39","5,143.35",126.6,2.52,"4,143.35",414.33,"18,216.86","278,587.55"
2013/11/15,"4,884.64","5,057.11","4,884.64","5,016.75",208.71,4.34,"4,016.75",401.68,"14,317.08","220,695.18"
2013/11/14,"4,624.16","4,823.99","4,615.18","4,808.04",176.76,3.82,"3,808.04",380.8,"9,673.56","146,536.02"
2013/11/13,"4,686.17","4,723.01","4,630.89","4,631.28",11.88,0.26,"3,631.28",363.13,"6,850.19","100,250.48"
2013/11/12,"4,572.10","4,630.04","4,567.15","4,619.40",44.81,0.98,"3,619.40",361.94,"4,267.09","61,502.94"
2013/11/11,"4,499.93","4,596.12","4,466.00","4,574.60",73.63,1.64,"3,574.60",357.46,"3,918.96","60,247.90"
2013/11/8,"4,582.61","4,602.84","4,493.41","4,500.97",-114.13,-2.47,"3,500.97",350.1,"4,618.24","70,472.06"
2013/11/7,"4,690.82","4,708.27","4,606.75","4,615.10",-108.98,-2.31,"3,615.10",361.51,"5,213.65","71,675.48"
2013/11/6,"4,747.35","4,849.03","4,718.79","4,724.08",-45.72,-0.96,"3,724.08",372.41,"7,756.67","125,773.23"
2013/11/5,"4,629.81","4,769.80","4,581.07","4,769.80",129.66,2.79,"3,769.80",376.98,"6,620.90","98,231.05"
2013/11/4,"4,592.62","4,671.45","4,591.50","4,640.14",32.51,0.71,"3,640.14",364.01,"5,256.90","77,271.34"
2013/11/1,"4,699.46","4,699.46","4,542.99","4,607.62",-115.86,-2.45,"3,607.62",360.76,"6,720.88","97,355.28"
2013/10/31,"4,792.58","4,792.58","4,703.64","4,723.48",-59.93,-1.25,"3,723.48",372.35,"7,360.51","110,161.07"
2013/10/30,"4,674.96","4,785.63","4,651.21","4,783.41",101.21,2.16,"3,783.41",378.34,"6,499.89","106,039.51"
2013/10/29,"4,890.29","4,931.34","4,544.23","4,682.20",-228.62,-4.66,"3,682.20",368.22,"10,189.68","153,354.11"
2013/10/28,"4,930.64","4,961.62","4,878.21","4,910.82",-49.91,-1.01,"3,910.82",391.08,"5,654.78","98,409.86"
2013/10/25,"5,146.14","5,160.40","4,916.02","4,960.73",-195.27,-3.79,"3,960.73",396.07,"7,504.01","129,893.27"
2013/10/24,"5,087.08","5,202.03","5,049.04","5,156.00",13.36,0.26,"4,156.00",415.6,"8,428.35","156,959.46"
2013/10/23,"5,386.17","5,392.88","5,085.20","5,142.64",-292.46,-5.38,"4,142.64",414.26,"10,075.18","175,652.34"
2013/10/22,"5,589.00","5,602.13","5,421.12","5,435.10",-128.82,-2.32,"4,435.10",443.51,"13,975.24","271,356.42"
2013/10/21,"5,431.80","5,575.59","5,431.80","5,563.92",211.99,3.96,"4,563.92",456.39,"11,181.16","211,908.09"
2013/10/18,"5,177.46","5,351.93","5,164.34","5,351.93",189.73,3.68,"4,351.93",435.19,"9,314.39","161,240.70"
2013/10/17,"5,200.54","5,255.79","5,134.68","5,162.20",-18.24,-0.35,"4,162.20",416.22,"7,327.62","116,062.21"
2013/10/16,"5,386.11","5,386.11","5,143.48","5,180.44",-224.23,-4.15,"4,180.44",418.04,"10,391.61","168,025.13"
2013/10/15,"5,477.24","5,477.24","5,364.96","5,404.66",-110.72,-2.01,"4,404.66",440.47,"14,142.93","209,350.63"
2013/10/14,"5,475.82","5,523.87","5,449.55","5,515.39",39.78,0.73,"4,515.39",451.54,"11,856.36","193,493.77"
2013/10/11,"5,466.22","5,491.82","5,348.12","5,475.61",58.89,1.09,"4,475.61",447.56,"12,428.89","224,774.69"
2013/10/10,"5,468.53","5,537.67","5,357.68","5,416.72",-75.93,-1.38,"4,416.72",441.67,"14,546.56","249,960.34"
2013/10/9,"5,406.08","5,526.46","5,395.58","5,492.65",87.18,1.61,"4,492.65",449.27,"15,760.08","271,813.81"
2013/10/8,"5,181.97","5,415.57","5,179.12","5,405.47",241.83,4.68,"4,405.47",440.55,"13,970.12","244,625.72"
2013/9/30,"5,129.87","5,176.29","5,094.01","5,163.64",104.31,2.06,"4,163.64",416.36,"9,105.48","139,772.56"
2013/9/27,"4,998.27","5,086.06","4,998.27","5,059.33",67.09,1.34,"4,059.33",405.93,"7,847.62","117,256.70"
2013/9/26,"5,048.68","5,150.27","4,992.24","4,992.24",-72.64,-1.43,"3,992.24",399.22,"10,690.63","154,123.25"
2013/9/25,"5,099.83","5,133.39","5,057.40","5,064.88",-57.06,-1.11,"4,064.88",406.49,"12,103.81","182,513.58"
2013/9/24,"5,076.05","5,125.87","5,041.08","5,121.93",31.13,0.61,"4,121.93",412.19,"12,353.17","185,611.97"
2013/9/23,"4,924.73","5,090.81","4,921.68","5,090.81",210.21,4.31,"4,090.81",409.08,"10,712.77","175,632.19"
2013/9/18,"4,827.01","4,885.97","4,795.41","4,880.60",46.4,0.96,"3,880.60",388.06,"5,706.07","96,182.46"
2013/9/17,"4,896.27","4,917.50","4,832.11","4,834.20",-59.61,-1.22,"3,834.20",383.42,"7,634.85","133,593.74"
2013/9/16,"4,886.77","4,951.28","4,854.41","4,893.80",18.31,0.38,"3,893.80",389.38,"8,012.38","135,450.87"
2013/9/13,"4,739.27","4,888.91","4,691.96","4,875.50",129.2,2.72,"3,875.50",387.55,"8,170.95","145,367.16"
2013/9/12,"4,704.99","4,840.44","4,685.77","4,746.30",20.24,0.43,"3,746.30",374.63,"7,790.42","119,230.90"
2013/9/11,"4,964.89","4,966.05","4,699.62","4,726.05",-248.17,-4.99,"3,726.05",372.61,"12,020.85","180,838.18"
2013/9/10,"4,944.55","4,974.22","4,942.54","4,974.22",-37.2,-0.74,"3,974.22",397.42,"9,526.33","146,966.47"
2013/9/9,"5,060.00","5,066.49","4,961.82","5,011.42",-39.54,-0.78,"4,011.42",401.14,"11,337.03","174,135.68"
2013/9/6,"5,036.85","5,074.84","5,001.84","5,050.96",-3.58,-0.07,"4,050.96",405.1,"11,173.49","175,007.25"
2013/9/5,"4,934.70","5,087.84","4,929.54","5,054.54",114.43,2.32,"4,054.54",405.45,"9,974.17","168,159.47"
2013/9/4,"4,967.04","4,990.99","4,894.55","4,940.12",-31.36,-0.63,"3,940.12",394.01,"8,854.02","157,529.17"
2013/9/3,"4,846.21","4,993.07","4,833.14","4,971.48",124.22,2.56,"3,971.48",397.15,"8,471.33","137,635.11"
2013/9/2,"4,752.18","4,871.23","4,740.07","4,847.26",66.6,1.39,"3,847.26",384.73,"7,921.55","126,655.98"
2013/8/30,"5,120.12","5,120.71","4,748.16","4,780.66",-380.06,-7.36,"3,780.66",378.07,"16,908.62","260,744.93"
2013/8/29,"5,158.82","5,192.07","5,106.44","5,160.72",2.56,0.05,"4,160.72",416.07,"14,076.49","235,561.42"
2013/8/28,"5,276.40","5,333.88","5,156.91","5,158.16",-203.93,-3.8,"4,158.16",415.82,"17,882.65","308,552.00"
2013/8/27,"5,241.66","5,381.41","5,148.97","5,362.09",103.17,1.96,"4,362.09",436.21,"19,724.40","331,472.54"
2013/8/26,"5,109.79","5,282.18","5,109.79","5,258.92",178.28,3.51,"4,258.92",425.89,"15,217.05","277,656.29"
2013/8/23,"5,102.06","5,112.80","4,904.27","5,080.64",-8.54,-0.17,"4,080.64",408.06,"15,050.50","249,914.27"
2013/8/22,"5,034.05","5,142.93","5,033.12","5,089.18",54.29,1.08,"4,089.18",408.92,"15,943.24","257,678.96"
2013/8/21,"5,015.71","5,090.33","4,974.61","5,034.89",-10.04,-0.2,"4,034.89",403.49,"15,385.98","243,695.89"
2013/8/20,"4,916.31","5,044.93","4,911.21","5,044.93",118.67,2.41,"4,044.93",404.49,"16,355.45","273,741.52"
2013/8/19,"4,657.86","4,926.25","4,657.86","4,926.25",260.1,5.57,"3,926.25",392.63,"16,902.86","242,106.13"
2013/8/16,"4,741.36","4,908.80","4,661.23","4,666.16",-141.09,-2.94,"3,666.16",366.62,"15,527.44","258,207.95"
2013/8/15,"4,770.14","4,863.58","4,752.80","4,807.25",49.81,1.05,"3,807.25",380.73,"13,736.17","248,003.47"
2013/8/14,"4,757.44","4,757.44","4,757.44","4,757.44",71.91,1.53,"3,757.44",375.74,"11,163.01","189,204.70"
2013/8/13,"4,685.53","4,685.53","4,685.53","4,685.53",98.18,2.14,"3,685.53",368.55,"9,058.59","145,021.27"
2013/8/12,"4,605.22","4,623.29","4,486.42","4,587.36",-23.96,-0.52,"3,587.36",358.74,"10,649.44","176,312.33"
2013/8/9,"4,651.98","4,695.93","4,526.12","4,611.32",-21.58,-0.47,"3,611.32",361.13,"11,335.69","186,012.96"
2013/8/8,"4,569.13","4,696.67","4,569.11","4,632.90",40.29,0.88,"3,632.90",363.29,"10,104.90","176,512.30"
2013/8/7,"4,730.30","4,730.30","4,583.59","4,592.61",-131.45,-2.78,"3,592.61",359.26,"13,517.77","234,423.59"
2013/8/6,"4,661.55","4,743.76","4,652.45","4,724.06",83.68,1.8,"3,724.06",372.41,"12,263.72","196,243.31"
2013/8/5,"4,560.72","4,645.60","4,558.81","4,640.38",99.29,2.19,"3,640.38",364.04,"10,725.15","163,566.48"
2013/8/2,"4,541.09","4,541.09","4,541.09","4,541.09",68.03,1.52,"3,541.09",354.11,"15,421.06","221,501.11"
2013/8/1,"4,473.05","4,473.05","4,473.05","4,473.05",244.35,5.78,"3,473.05",347.31,"14,192.49","206,723.22"
2013/7/31,"4,216.30","4,296.76","4,201.18","4,228.70",11.9,0.28,"3,228.70",322.87,"7,745.13","114,085.03"
2013/7/30,"4,356.73","4,389.70","4,109.06","4,216.80",-141.6,-3.25,"3,216.80",321.68,"11,333.44","163,656.79"
2013/7/29,"4,409.89","4,458.88","4,348.19","4,358.41",-50.56,-1.15,"3,358.41",335.84,"9,855.02","136,718.90"
2013/7/26,"4,363.64","4,460.39","4,296.90","4,408.96",47.01,1.08,"3,408.96",340.9,"7,982.80","121,324.02"
2013/7/25,"4,652.57","4,655.38","4,361.95","4,361.95",-313.63,-6.71,"3,361.95",336.2,"12,422.13","200,444.34"
2013/7/24,"4,572.14","4,721.24","4,545.75","4,675.58",72.46,1.57,"3,675.58",367.56,"13,701.91","210,948.60"
2013/7/23,"4,578.86","4,604.44","4,489.61","4,603.12",52.89,1.16,"3,603.12",360.31,"12,034.88","195,144.20"
2013/7/22,"4,288.34","4,550.23","4,268.77","4,550.23",207.39,4.78,"3,550.23",355.02,"11,481.19","186,653.64"
2013/7/19,"4,515.51","4,604.74","4,342.84","4,342.84",-164.65,-3.65,"3,342.84",334.28,"16,008.85","254,953.36"
2013/7/18,"4,304.66","4,515.88","4,295.50","4,507.49",188.31,4.36,"3,507.49",350.75,"15,329.27","236,980.66"
2013/7/17,"4,308.97","4,408.46","4,276.43","4,319.18",-10.56,-0.24,"3,319.18",331.92,"13,787.17","206,713.67"
2013/7/16,"4,329.05","4,339.96","4,245.26","4,329.74",33.1,0.77,"3,329.74",332.97,"11,079.47","172,149.04"
2013/7/15,"4,118.46","4,296.64","4,118.46","4,296.64",226.98,5.58,"3,296.64",329.66,"11,513.21","170,078.72"
2013/7/12,"4,003.96","4,175.13","3,994.49","4,069.67",67.4,1.68,"3,069.67",306.97,"11,427.78","159,437.08"
2013/7/11,"3,928.44","4,031.23","3,879.96","4,002.26",56.93,1.44,"3,002.26",300.23,"10,749.31","138,796.01"
2013/7/10,"3,894.81","3,962.16","3,894.81","3,945.34",50.14,1.29,"2,945.34",294.53,"10,012.54","130,111.54"
2013/7/9,"3,777.95","3,914.17","3,777.95","3,895.19",66.09,1.73,"2,895.19",289.52,"9,713.77","125,769.82"
2013/7/8,"3,832.69","3,949.43","3,748.21","3,829.10",-120.54,-3.05,"2,829.10",282.91,"10,223.13","137,433.72"
2013/7/5,"3,945.79","4,123.03","3,940.06","3,949.64",-12.51,-0.32,"2,949.64",294.96,"12,162.16","170,943.82"
2013/7/4,"4,001.81","4,056.17","3,958.19","3,962.15",-104.97,-2.58,"2,962.15",296.22,"9,692.47","135,648.31"
2013/7/3,"3,971.16","4,112.93","3,865.09","4,067.13",63.68,1.59,"3,067.13",306.71,"12,983.49","184,699.65"
2013/7/2,"3,914.77","4,038.87","3,911.36","4,003.45",78.46,2,"3,003.45",300.34,"12,009.87","172,255.02"
2013/7/1,"3,748.35","3,924.98","3,733.24","3,924.98",135.74,3.58,"2,924.98",292.5,"10,235.75","131,107.31"
2013/6/28,"3,872.22","3,992.43","3,764.00","3,789.25",-165.87,-4.19,"2,789.25",278.92,"11,829.09","153,085.93"
2013/6/27,"4,048.52","4,087.76","3,919.16","3,955.11",-125.74,-3.08,"2,955.11",295.51,"14,668.06","207,735.66"
2013/6/26,"3,869.05","4,093.00","3,859.69","4,080.85",169.98,4.35,"3,080.85",308.09,"17,363.09","240,968.14"
2013/6/25,"3,747.03","3,940.39","3,502.85","3,910.87",68.55,1.78,"2,910.87",291.09,"16,597.54","218,961.22"
2013/6/24,"3,896.23","3,962.07","3,726.02","3,842.33",22.64,0.59,"2,842.33",284.23,"14,980.71","207,594.43"
2013/6/21,"3,665.97","3,859.49","3,593.70","3,819.69",54.15,1.44,"2,819.69",281.97,"9,071.30","124,077.00"
2013/6/20,"3,918.04","3,961.41","3,763.68","3,765.54",-200.46,-5.05,"2,765.54",276.55,"9,501.99","128,175.23"
2013/6/19,"3,918.58","3,983.20","3,895.27","3,966.00",25.68,0.65,"2,966.00",296.6,"10,348.69","138,798.75"
2013/6/18,"3,802.39","3,940.32","3,762.60","3,940.32",127.12,3.33,"2,940.32",294.03,"10,439.52","146,194.00"
2013/6/17,"3,775.84","3,874.66","3,760.85","3,813.20",68.34,1.82,"2,813.20",281.32,"8,684.56","122,805.75"
2013/6/14,"3,612.80","3,767.26","3,603.99","3,744.86",127.39,3.52,"2,744.86",274.49,"8,096.58","112,874.23"
2013/6/13,"3,559.19","3,621.46","3,447.94","3,617.47",8.36,0.23,"2,617.47",261.75,"6,407.84","88,158.86"
2013/6/7,"3,728.55","3,738.49","3,603.52","3,609.11",-118.42,-3.18,"2,609.11",260.91,"5,727.69","79,128.99"
2013/6/6,"3,745.32","3,794.06","3,723.08","3,727.54",-19.78,-0.53,"2,727.54",272.75,"6,901.31","97,495.02"
2013/6/5,"3,751.89","3,778.75","3,703.78","3,747.31",-19.91,-0.53,"2,747.31",274.73,"5,639.01","80,933.90"
2013/6/4,"3,855.42","3,855.42","3,684.04","3,767.23",-114.29,-2.94,"2,767.23",276.72,"9,991.38","139,137.06"
2013/6/3,"3,915.60","3,951.94","3,865.63","3,881.52",-23.16,-0.59,"2,881.52",288.15,"9,914.66","145,540.63"
