,abbrev_symbol,board_type,de_listed_date,exchange,industry_code,industry_name,listed_date,order_book_id,round_lot,sector_code,sector_code_name,special_type,status,symbol,type
0,LGHK,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2009-12-18,002322.XSHE,100.0,Industrials,工业,Normal,Active,理工环科,CS
1,ZTDQ,MainBoard,0000-00-00,XSHG,C38,电气机械和器材制造业,2010-01-21,601877.XSHG,100.0,Industrials,工业,Normal,Active,正泰电器,CS
2,XZGF,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2010-09-21,002480.XSHE,100.0,Industrials,工业,Normal,Active,新筑股份,CS
3,WZXC,SMEBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,2014-12-03,002735.XSHE,100.0,Materials,原材料,Normal,Active,王子新材,CS
4,ZXGA,MainBoard,0000-00-00,XSHE,I63,电信、广播电视和卫星传输服务,1997-10-31,000839.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,中信国安,CS
5,FLTK,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2017-01-25,603966.XSHG,100.0,Industrials,工业,Normal,Active,法兰泰克,CS
6,ASK,GEM,0000-00-00,XSHE,C35,专用设备制造业,2016-07-05,300521.XSHE,100.0,Industrials,工业,Normal,Active,爱司凯,CS
7,JFKJ,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2007-12-26,002202.XSHE,100.0,Industrials,工业,Normal,Active,金风科技,CS
8,XQGF,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2011-01-13,300160.XSHE,100.0,Materials,原材料,Normal,Active,秀强股份,CS
9,HTDQ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2004-07-26,002025.XSHE,100.0,Industrials,工业,Normal,Active,航天电器,CS
10,DAHJ,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2004-07-05,002011.XSHE,100.0,Industrials,工业,Normal,Active,盾安环境,CS
11,YGZM,MainBoard,0000-00-00,XSHG,C38,电气机械和器材制造业,2000-07-20,600261.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,阳光照明,CS
12,ZBJT,MainBoard,0000-00-00,XSHE,F52,零售业,1997-05-19,000759.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,中百集团,CS
13,DXTX,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,2016-10-11,603421.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,鼎信通讯,CS
14,DZGY,MainBoard,0000-00-00,XSHG,D45,燃气生产和供应业,1993-03-04,600635.XSHG,100.0,Utilities,公用事业,Normal,Active,大众公用,CS
15,CHKJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2010-12-22,300151.XSHE,100.0,Industrials,工业,Normal,Active,昌红科技,CS
16,GFZQ,MainBoard,0000-00-00,XSHE,J67,资本市场服务,1997-06-11,000776.XSHE,100.0,Financials,金融,Normal,Active,广发证券,CS
17,HXSP,SMEBoard,0000-00-00,XSHE,C13,农副食品加工业,2012-10-11,002702.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,海欣食品,CS
18,LYKG,MainBoard,0000-00-00,XSHE,B07,石油和天然气开采业,2000-06-22,000968.XSHE,100.0,Energy,能源,Normal,Active,蓝焰控股,CS
19,ZHJD,SMEBoard,0000-00-00,XSHE,C37,铁路、船舶、航空航天和其他运输设备制造业,2004-07-05,002013.XSHE,100.0,Industrials,工业,Normal,Active,中航机电,CS
20,XHZY,MainBoard,0000-00-00,XSHE,C27,医药制造业,1997-08-06,000756.XSHE,100.0,HealthCare,医疗保健,Normal,Active,新华制药,CS
21,STHS,MainBoard,2005-08-05,XSHG,Unknown,未知,1993-09-17,600672.XSHG,100.0,Materials,原材料,Other,Delisted,*ST华圣,CS
22,HWGF,GEM,0000-00-00,XSHE,C35,专用设备制造业,2010-07-28,300095.XSHE,100.0,Industrials,工业,Normal,Active,华伍股份,CS
23,JZGF,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2016-10-21,300553.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,集智股份,CS
24,YBDD,SMEBoard,0000-00-00,XSHE,C41,其他制造业,2014-01-28,002718.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,友邦吊顶,CS
25,ZYGY,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2017-01-26,603089.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,正裕工业,CS
26,GTGF,SMEBoard,0000-00-00,XSHE,C30,非金属矿物制品业,2008-01-23,002205.XSHE,100.0,Industrials,工业,Normal,Active,国统股份,CS
27,ZGZQ,MainBoard,0000-00-00,XSHE,C36,汽车制造业,1999-11-25,000951.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,中国重汽,CS
28,TYKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-03-21,300302.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,同有科技,CS
29,SDKJ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2016-06-08,300515.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,三德科技,CS
30,JWFJ,MainBoard,0000-00-00,XSHE,C35,专用设备制造业,1996-12-10,000666.XSHE,100.0,Financials,金融,Normal,Active,经纬纺机,CS
31,ZDS,SMEBoard,0000-00-00,XSHE,F52,零售业,2017-04-27,002867.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,周大生,CS
32,JHW,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2017-04-10,603078.XSHG,100.0,Materials,原材料,Normal,Active,江化微,CS
33,WLY,SMEBoard,0000-00-00,XSHE,C36,汽车制造业,2010-06-18,002434.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,万里扬,CS
34,*STYF,MainBoard,0000-00-00,XSHG,B11,开采辅助活动,1995-04-11,600871.XSHG,100.0,Energy,能源,StarST,Active,*ST油服,CS
35,NWRJ,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,2014-12-30,603636.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,南威软件,CS
36,WKA,MainBoard,0000-00-00,XSHE,K70,房地产业,1991-01-29,000002.XSHE,100.0,Financials,金融,Normal,Active,万科A,CS
37,ZYYQ,MainBoard,2006-04-21,XSHE,Unknown,未知,1999-11-10,000956.XSHE,100.0,Energy,能源,Normal,Delisted,中原油气,CS
38,GDWL,MainBoard,0000-00-00,XSHG,I63,电信、广播电视和卫星传输服务,1994-02-24,600831.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,广电网络,CS
39,SDJT,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,1996-08-08,600734.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,实达集团,CS
40,QBGF,MainBoard,0000-00-00,XSHG,C19,皮革、毛皮、羽毛及其制品和制鞋业,2017-08-18,603557.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,起步股份,CS
41,HXNY,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2011-11-11,002630.XSHE,100.0,Industrials,工业,Normal,Active,华西能源,CS
42,KDL,SMEBoard,0000-00-00,XSHE,C33,金属制品业,2017-03-02,002850.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,科达利,CS
43,JCGF,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2017-10-18,603396.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,金辰股份,CS
44,XHD,SMEBoard,0000-00-00,XSHE,F52,零售业,2008-07-31,002264.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,新华都,CS
45,KNJD,MainBoard,0000-00-00,XSHG,C37,铁路、船舶、航空航天和其他运输设备制造业,2014-08-01,603111.XSHG,100.0,Industrials,工业,Normal,Active,康尼机电,CS
46,LJJK,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2011-07-29,300247.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,乐金健康,CS
47,DQHK,MainBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2000-07-26,000985.XSHE,100.0,Materials,原材料,Normal,Active,大庆华科,CS
48,SDHP,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,2015-04-23,603021.XSHG,100.0,Materials,原材料,Normal,Active,山东华鹏,CS
49,SSGF,SMEBoard,0000-00-00,XSHE,C30,非金属矿物制品业,2015-02-17,002742.XSHE,100.0,Materials,原材料,Normal,Active,三圣股份,CS
50,BXGF,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,1997-06-06,600083.XSHG,100.0,Industrials,工业,Normal,Active,博信股份,CS
51,TCZK,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2015-06-30,603085.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,天成自控,CS
52,DXA,SMEBoard,0000-00-00,XSHE,C17,纺织业,2015-06-10,002761.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,多喜爱,CS
53,SDYB,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,2002-06-03,600529.XSHG,100.0,Materials,原材料,Normal,Active,山东药玻,CS
54,CXFZ,MainBoard,0000-00-00,XSHE,K70,房地产业,1997-06-26,000838.XSHE,100.0,Financials,金融,Normal,Active,财信发展,CS
55,ASXX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-28,300380.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,安硕信息,CS
56,YCZN,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2015-05-29,603901.XSHG,100.0,Industrials,工业,Normal,Active,永创智能,CS
57,HDZJ,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2012-06-12,002685.XSHE,100.0,Industrials,工业,Normal,Active,华东重机,CS
58,SHHJ,MainBoard,0000-00-00,XSHG,N77,生态保护和环境治理业,2017-03-31,601200.XSHG,100.0,Industrials,工业,Normal,Active,上海环境,CS
59,ZCGF,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-06-10,002429.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,兆驰股份,CS
60,JFKJ,MainBoard,0000-00-00,XSHG,C29,橡胶和塑料制品业,2004-06-23,600143.XSHG,100.0,Materials,原材料,Normal,Active,金发科技,CS
61,XBMY,GEM,0000-00-00,XSHE,A03,畜牧业,2010-08-20,300106.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,西部牧业,CS
62,JHLY,MainBoard,0000-00-00,XSHG,N78,公共设施管理业,2015-03-26,603199.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,九华旅游,CS
63,JYGF,MainBoard,0000-00-00,XSHG,G54,道路运输业,1993-09-28,600676.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,交运股份,CS
64,DSL,MainBoard,0000-00-00,XSHG,F52,零售业,2017-07-31,603233.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,大参林,CS
65,MYDL,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2018-02-01,300739.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,明阳电路,CS
66,XRHL,MainBoard,0000-00-00,XSHG,C33,金属制品业,1998-05-29,600165.XSHG,100.0,Materials,原材料,Normal,Active,新日恒力,CS
67,SHYA,MainBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,1994-01-06,000531.XSHE,100.0,Utilities,公用事业,Normal,Active,穗恒运A,CS
68,ZHCC,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2011-05-31,300224.XSHE,100.0,Materials,原材料,Normal,Active,正海磁材,CS
69,ZXTX,MainBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,1997-11-18,000063.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,中兴通讯,CS
70,STCZ,MainBoard,2013-02-08,XSHE,I65,软件和信息技术服务业,1997-06-26,000787.XSHE,100.0,InformationTechnology,信息技术,StarST,Delisted,*ST创智,CS
71,WXK,MainBoard,0000-00-00,XSHG,C27,医药制造业,2017-07-21,603676.XSHG,100.0,HealthCare,医疗保健,Normal,Active,卫信康,CS
72,SMJT,MainBoard,0000-00-00,XSHE,F51,批发业,1996-11-21,000632.XSHE,100.0,Industrials,工业,Normal,Active,三木集团,CS
73,ZHNY,MainBoard,0000-00-00,XSHG,C38,电气机械和器材制造业,1995-02-06,600869.XSHG,100.0,Industrials,工业,Normal,Active,智慧能源,CS
74,ZYSC,MainBoard,0000-00-00,XSHG,F52,零售业,2000-09-26,600280.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,中央商场,CS
75,FES,MainBoard,0000-00-00,XSHE,C33,金属制品业,1999-01-19,000890.XSHE,100.0,Materials,原材料,Normal,Active,法尔胜,CS
76,SPZP,GEM,0000-00-00,XSHE,C21,家具制造业,2017-03-07,300616.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,尚品宅配,CS
77,DHNY,SMEBoard,0000-00-00,XSHE,F51,批发业,2008-03-06,002221.XSHE,100.0,Energy,能源,Normal,Active,东华能源,CS
78,TGBX,MainBoard,0000-00-00,XSHE,C31,黑色金属冶炼及压延加工业,1998-10-21,000825.XSHE,100.0,Materials,原材料,Normal,Active,太钢不锈,CS
79,LTGF,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2009-12-11,002319.XSHE,100.0,Materials,原材料,Normal,Active,乐通股份,CS
80,JKY,GEM,0000-00-00,XSHE,M74,专业技术服务业,2017-07-19,300675.XSHE,100.0,Industrials,工业,Normal,Active,建科院,CS
81,GXCL,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2016-08-30,300537.XSHE,100.0,Materials,原材料,Normal,Active,广信材料,CS
82,THY,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2002-08-09,600579.XSHG,100.0,Industrials,工业,Normal,Active,天华院,CS
83,TZJJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2015-05-19,300461.XSHE,100.0,Industrials,工业,Normal,Active,田中精机,CS
84,BCNY,MainBoard,0000-00-00,XSHG,D45,燃气生产和供应业,1993-10-18,600681.XSHG,100.0,Utilities,公用事业,Normal,Active,百川能源,CS
85,KLDT,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2010-03-12,002367.XSHE,100.0,Industrials,工业,Normal,Active,康力电梯,CS
86,LKFW,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-05-28,002413.XSHE,100.0,Industrials,工业,Normal,Active,雷科防务,CS
87,GAKJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2016-10-18,300551.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,古鳌科技,CS
88,TCSS,MainBoard,0000-00-00,XSHG,C19,皮革、毛皮、羽毛及其制品和制鞋业,2016-02-18,603608.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,天创时尚,CS
89,SGS,MainBoard,0000-00-00,XSHG,G54,道路运输业,2001-12-25,600548.XSHG,100.0,Industrials,工业,Normal,Active,深高速,CS
90,YLYY,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2011-07-28,002603.XSHE,100.0,HealthCare,医疗保健,Normal,Active,以岭药业,CS
91,CHFH,MainBoard,0000-00-00,XSHE,G55,水上运输业,1993-10-25,000520.XSHE,100.0,Industrials,工业,Normal,Active,长航凤凰,CS
92,SJGW,MainBoard,0000-00-00,XSHG,F52,零售业,2011-03-02,601116.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,三江购物,CS
93,YLGF,MainBoard,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,1998-04-08,000807.XSHE,100.0,Materials,原材料,Normal,Active,云铝股份,CS
94,KWJY,SMEBoard,0000-00-00,XSHE,E48,土木工程建筑业,2012-03-09,002659.XSHE,100.0,Industrials,工业,Normal,Active,凯文教育,CS
95,WRGF,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2011-12-20,002643.XSHE,100.0,Materials,原材料,Normal,Active,万润股份,CS
96,ZJLN,MainBoard,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,1997-01-23,000060.XSHE,100.0,Materials,原材料,Normal,Active,中金岭南,CS
97,XLKG,MainBoard,0000-00-00,XSHE,C17,纺织业,1999-12-09,000955.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,欣龙控股,CS
98,YWT,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2010-01-13,002334.XSHE,100.0,Industrials,工业,Normal,Active,英威腾,CS
99,YDJM,GEM,0000-00-00,XSHE,C35,专用设备制造业,2016-09-30,300549.XSHE,100.0,Industrials,工业,Normal,Active,优德精密,CS
100,HNHJ,SMEBoard,0000-00-00,XSHE,B09,有色金属矿采选业,2007-08-16,002155.XSHE,100.0,Materials,原材料,Normal,Active,湖南黄金,CS
101,YMYY,SMEBoard,0000-00-00,XSHE,C27,医药制造业,2016-12-09,002826.XSHE,100.0,HealthCare,医疗保健,Normal,Active,易明医药,CS
102,LTGF,MainBoard,0000-00-00,XSHG,C38,电气机械和器材制造业,2011-06-02,601311.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,骆驼股份,CS
103,LJHG,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,1992-11-13,600618.XSHG,100.0,Materials,原材料,Normal,Active,氯碱化工,CS
104,QZKJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-05-15,300458.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,全志科技,CS
105,QCDL,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,1998-12-03,600218.XSHG,100.0,Industrials,工业,Normal,Active,全柴动力,CS
106,WNHJ,SMEBoard,0000-00-00,XSHE,N77,生态保护和环境治理业,2004-08-26,002034.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,旺能环境,CS
107,RZX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-04-25,300311.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,任子行,CS
108,BBWG,MainBoard,0000-00-00,XSHE,G55,水上运输业,1995-11-02,000582.XSHE,100.0,Industrials,工业,Normal,Active,北部湾港,CS
109,GLKJ,GEM,0000-00-00,XSHE,C29,橡胶和塑料制品业,2017-11-09,300716.XSHE,100.0,Materials,原材料,Normal,Active,国立科技,CS
110,XRHJ,MainBoard,0000-00-00,XSHE,D46,水的生产和供应业,1996-05-29,000598.XSHE,100.0,Utilities,公用事业,Normal,Active,兴蓉环境,CS
111,JHXC,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2017-10-20,603683.XSHG,100.0,Materials,原材料,Normal,Active,晶华新材,CS
112,JYGJ,MainBoard,0000-00-00,XSHG,G58,装卸搬运和运输代理业,2018-02-06,603871.XSHG,100.0,Industrials,工业,Normal,Active,嘉友国际,CS
113,KLRJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2017-06-08,300663.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,科蓝软件,CS
114,WLDQ,MainBoard,0000-00-00,XSHG,C38,电气机械和器材制造业,2002-06-06,600580.XSHG,100.0,Industrials,工业,Normal,Active,卧龙电气,CS
115,LXYL,GEM,0000-00-00,XSHE,C35,专用设备制造业,2016-11-16,300562.XSHE,100.0,HealthCare,医疗保健,Normal,Active,乐心医疗,CS
116,LYXX,GEM,0000-00-00,XSHE,F51,批发业,2011-02-22,300184.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,力源信息,CS
117,STDA,MainBoard,0000-00-00,XSHE,C30,非金属矿物制品业,1993-04-29,000023.XSHE,100.0,Materials,原材料,Normal,Active,深天地A,CS
118,YYYP,MainBoard,0000-00-00,XSHG,C15,酒、饮料和精制茶制造业,2018-02-12,603156.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,养元饮品,CS
119,ZZGF,MainBoard,0000-00-00,XSHG,C29,橡胶和塑料制品业,2017-03-08,603991.XSHG,100.0,Materials,原材料,Normal,Active,至正股份,CS
120,HDGF,MainBoard,0000-00-00,XSHE,J69,其他金融业,1994-05-25,000567.XSHE,100.0,Financials,金融,Normal,Active,海德股份,CS
121,BCZY,MainBoard,0000-00-00,XSHG,C27,医药制造业,2016-11-18,603858.XSHG,100.0,HealthCare,医疗保健,Normal,Active,步长制药,CS
122,YSZS,SMEBoard,0000-00-00,XSHE,C21,家具制造业,2015-04-24,002751.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,易尚展示,CS
123,ZFSW,GEM,0000-00-00,XSHE,C27,医药制造业,2010-09-28,300122.XSHE,100.0,HealthCare,医疗保健,Normal,Active,智飞生物,CS
124,XNY,MainBoard,0000-00-00,XSHG,P82,教育,1993-06-14,600661.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,新南洋,CS
125,STFZ,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,2017-07-18,603612.XSHG,100.0,Materials,原材料,Normal,Active,索通发展,CS
126,SHJD,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,1994-02-24,600835.XSHG,100.0,Industrials,工业,Normal,Active,上海机电,CS
127,NJZQ,MainBoard,0000-00-00,XSHG,J67,资本市场服务,2999-12-31,601990.XSHG,100.0,Financials,金融,Normal,UNKNOWN,南京证券,CS
128,DGKJ,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2014-10-09,002730.XSHE,100.0,Industrials,工业,Normal,Active,电光科技,CS
129,ZYHL,SMEBoard,0000-00-00,XSHE,I64,互联网和相关服务,2010-08-31,002464.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,众应互联,CS
130,ZGQY,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2012-06-11,601965.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,中国汽研,CS
131,GXDJ,MainBoard,0000-00-00,XSHE,F52,零售业,1994-01-10,000564.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,供销大集,CS
132,CTZQ,MainBoard,0000-00-00,XSHG,J67,资本市场服务,2017-10-24,601108.XSHG,100.0,Financials,金融,Normal,Active,财通证券,CS
133,JSZL,MainBoard,0000-00-00,XSHG,L71,租赁业,2018-03-01,600901.XSHG,100.0,Financials,金融,Normal,Active,江苏租赁,CS
134,ZWZX,GEM,0000-00-00,XSHE,R85,新闻和出版业,2015-01-21,300364.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,中文在线,CS
135,SSG,MainBoard,0000-00-00,XSHE,L72,商务服务业,1996-12-26,000058.XSHE,100.0,Financials,金融,Normal,Active,深赛格,CS
136,KZJM,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2016-11-24,002823.XSHE,100.0,Industrials,工业,Normal,Active,凯中精密,CS
137,HTXC,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-01-08,300041.XSHE,100.0,Materials,原材料,Normal,Active,回天新材,CS
138,JSGX,SMEBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,2011-08-10,002608.XSHE,100.0,Utilities,公用事业,Normal,Active,江苏国信,CS
139,GZFZ,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,1997-07-18,600098.XSHG,100.0,Utilities,公用事业,Normal,Active,广州发展,CS
140,KLY,MainBoard,0000-00-00,XSHG,C38,电气机械和器材制造业,2003-09-18,600478.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,科力远,CS
141,RYDZ,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2017-06-27,603286.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,日盈电子,CS
142,ZFKG,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2008-08-06,002266.XSHE,100.0,Industrials,工业,Normal,Active,浙富控股,CS
143,XTGF,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2014-12-03,002733.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,雄韬股份,CS
144,DFMZ,MainBoard,0000-00-00,XSHG,I63,电信、广播电视和卫星传输服务,1993-03-16,600637.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,东方明珠,CS
145,HZJD,GEM,0000-00-00,XSHE,C34,通用设备制造业,2016-03-09,300503.XSHE,100.0,Industrials,工业,Normal,Active,昊志机电,CS
146,SKGF,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2009-08-11,002278.XSHE,100.0,Energy,能源,Normal,Active,神开股份,CS
147,ZTGY,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2001-05-28,600528.XSHG,100.0,Industrials,工业,Normal,Active,中铁工业,CS
148,YHJK,MainBoard,0000-00-00,XSHE,Q83,卫生,2000-08-07,000150.XSHE,100.0,HealthCare,医疗保健,Normal,Active,宜华健康,CS
149,HYGF,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2010-06-10,002430.XSHE,100.0,Industrials,工业,Normal,Active,杭氧股份,CS
150,ZGZQ,MainBoard,0000-00-00,XSHE,F51,批发业,2000-07-18,000996.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,中国中期,CS
151,LMGF,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2016-11-17,603633.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,徕木股份,CS
152,JYGF,MainBoard,0000-00-00,XSHG,C17,纺织业,2000-06-02,600232.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,金鹰股份,CS
153,JMKJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-07-05,300334.XSHE,100.0,Industrials,工业,Normal,Active,津膜科技,CS
154,ZST,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2015-06-29,002771.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,真视通,CS
155,FZKJ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,1990-12-19,600601.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,方正科技,CS
156,JLZN,SMEBoard,0000-00-00,XSHE,C35,专用设备制造业,2004-08-16,002031.XSHE,100.0,Industrials,工业,Normal,Active,巨轮智能,CS
157,HTRL,SMEBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,2017-09-15,002893.XSHE,100.0,Utilities,公用事业,Normal,Active,华通热力,CS
158,HLHS,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2002-06-20,600426.XSHG,100.0,Materials,原材料,Normal,Active,华鲁恒升,CS
159,LSTL,MainBoard,0000-00-00,XSHG,F52,零售业,2016-11-23,603900.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,莱绅通灵,CS
160,XDTZ,MainBoard,0000-00-00,XSHE,G54,道路运输业,1999-01-28,000900.XSHE,100.0,Industrials,工业,Normal,Active,现代投资,CS
161,CHZL,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2004-06-29,002010.XSHE,100.0,Materials,原材料,Normal,Active,传化智联,CS
162,RMW,MainBoard,0000-00-00,XSHG,I64,互联网和相关服务,2012-04-27,603000.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,人民网,CS
163,CQGT,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,2007-02-28,601005.XSHG,100.0,Materials,原材料,Normal,Active,重庆钢铁,CS
164,JYJT,SMEBoard,0000-00-00,XSHE,E50,建筑装饰和其他建筑业,2016-03-11,002789.XSHE,100.0,Industrials,工业,Normal,Active,建艺集团,CS
165,JHGF,SMEBoard,0000-00-00,XSHE,C23,印刷和记录媒介复制业,2016-07-12,002803.XSHE,100.0,Materials,原材料,Normal,Active,吉宏股份,CS
