,abbrev_symbol,board_type,de_listed_date,exchange,industry_code,industry_name,listed_date,order_book_id,round_lot,sector_code,sector_code_name,special_type,status,symbol,type
536,STQ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2017-02-13,300608.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,思特奇,CS
537,JLFZ,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2004-09-08,002037.XSHE,100.0,Materials,原材料,Normal,Active,久联发展,CS
538,WDXX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2011-01-25,300168.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,万达信息,CS
539,RSJT,SMEBoard,0000-00-00,XSHE,C36,汽车制造业,2011-06-28,002593.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,日上集团,CS
540,XLHJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-06-26,300385.XSHE,100.0,Industrials,工业,Normal,Active,雪浪环境,CS
541,JTNY,MainBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,1996-06-06,000600.XSHE,100.0,Utilities,公用事业,Normal,Active,建投能源,CS
542,DLGF,SMEBoard,0000-00-00,XSHE,C30,非金属矿物制品业,2011-04-12,002571.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,德力股份,CS
543,GFGF,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2003-01-14,600538.XSHG,100.0,Materials,原材料,Normal,Active,国发股份,CS
544,STHR,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2003-09-24,600401.XSHG,100.0,InformationTechnology,信息技术,StarST,Active,*ST海润,CS
545,MDDZ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-05-19,300656.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,民德电子,CS
546,JYYH,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2015-12-31,002777.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,久远银海,CS
547,ANSW,MainBoard,0000-00-00,XSHG,C13,农副食品加工业,2017-09-26,603363.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,傲农生物,CS
548,WFGK,MainBoard,0000-00-00,XSHE,C36,汽车制造业,1998-09-24,000581.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,威孚高科,CS
549,SLTX,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-07-13,002446.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,盛路通信,CS
550,MLDT,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2017-09-15,603321.XSHG,100.0,Industrials,工业,Normal,Active,梅轮电梯,CS
551,GDJB,MainBoard,0000-00-00,XSHG,K70,房地产业,1992-12-03,600622.XSHG,100.0,Financials,金融,Normal,Active,光大嘉宝,CS
552,LDJT,MainBoard,0000-00-00,XSHG,C29,橡胶和塑料制品业,2016-04-21,603726.XSHG,100.0,Industrials,工业,Normal,Active,朗迪集团,CS
553,LLHD,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2009-08-21,002280.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,联络互动,CS
554,XRGF,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2011-12-05,002639.XSHE,100.0,Industrials,工业,Normal,Active,雪人股份,CS
555,QPL,SMEBoard,0000-00-00,XSHE,C18,纺织服装、服饰业,2004-08-06,002029.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,七匹狼,CS
556,LHGF,MainBoard,0000-00-00,XSHG,C37,铁路、船舶、航空航天和其他运输设备制造业,1997-07-04,600099.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,林海股份,CS
557,SLGF,GEM,0000-00-00,XSHE,C34,通用设备制造业,2016-08-23,300540.XSHE,100.0,Energy,能源,Normal,Active,深冷股份,CS
558,TLGF,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2017-05-10,603926.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,铁流股份,CS
559,GDDL,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,1997-03-18,600795.XSHG,100.0,Utilities,公用事业,Normal,Active,国电电力,CS
560,JZZJ,MainBoard,0000-00-00,XSHG,C15,酒、饮料和精制茶制造业,1998-08-12,600199.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,金种子酒,CS
561,ZJYQ,SMEBoard,0000-00-00,XSHE,C21,家具制造业,2010-10-21,002489.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,浙江永强,CS
562,TRT,MainBoard,0000-00-00,XSHG,C27,医药制造业,1997-06-25,600085.XSHG,100.0,HealthCare,医疗保健,Normal,Active,同仁堂,CS
563,JLHX,MainBoard,0000-00-00,XSHE,C28,化学纤维制造业,1996-08-02,000420.XSHE,100.0,Materials,原材料,Normal,Active,吉林化纤,CS
564,XMKJ,MainBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,1997-09-29,000836.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,鑫茂科技,CS
565,ZZDL,MainBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,1997-06-09,000767.XSHE,100.0,Utilities,公用事业,Normal,Active,漳泽电力,CS
566,SGTA,MainBoard,0000-00-00,XSHE,J69,其他金融业,1994-01-10,000563.XSHE,100.0,Financials,金融,Normal,Active,陕国投A,CS
567,BTL,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2018-04-27,603596.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,伯特利,CS
568,AXXT,MainBoard,0000-00-00,XSHG,J69,其他金融业,1994-01-28,600816.XSHG,100.0,Financials,金融,Normal,Active,安信信托,CS
569,ZFSY,MainBoard,0000-00-00,XSHG,C32,有色金属冶炼和压延加工业,2002-06-26,600595.XSHG,100.0,Materials,原材料,Normal,Active,中孚实业,CS
570,FZCM,SMEBoard,0000-00-00,XSHE,L72,商务服务业,2004-08-04,002027.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,分众传媒,CS
571,CCJK,MainBoard,0000-00-00,XSHG,K70,房地产业,1999-09-09,600215.XSHG,100.0,Financials,金融,Normal,Active,长春经开,CS
572,ZCGF,MainBoard,0000-00-00,XSHE,F51,批发业,2000-09-06,000151.XSHE,100.0,Industrials,工业,Normal,Active,中成股份,CS
573,HRYY,MainBoard,0000-00-00,XSHG,C27,医药制造业,2000-10-18,600276.XSHG,100.0,HealthCare,医疗保健,Normal,Active,恒瑞医药,CS
574,XGGF,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,1996-12-25,600782.XSHG,100.0,Materials,原材料,Normal,Active,新钢股份,CS
575,JMJT,MainBoard,2013-08-14,XSHE,D44,电力、热力生产和供应业,1996-08-19,000602.XSHE,100.0,Utilities,公用事业,Normal,Delisted,金马集团,CS
576,TYJT,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-04-09,002386.XSHE,100.0,Materials,原材料,Normal,Active,天原集团,CS
577,JDZB,MainBoard,0000-00-00,XSHE,C35,专用设备制造业,1998-08-13,000856.XSHE,100.0,Industrials,工业,Normal,Active,冀东装备,CS
578,LBHG,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,1996-07-02,600727.XSHG,100.0,Materials,原材料,Normal,Active,鲁北化工,CS
579,TXGF,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2014-09-10,300392.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,腾信股份,CS
580,XNTG,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,1997-10-15,600117.XSHG,100.0,Materials,原材料,Normal,Active,西宁特钢,CS
581,ALD,GEM,0000-00-00,XSHE,C37,铁路、船舶、航空航天和其他运输设备制造业,2017-08-22,300696.XSHE,100.0,Industrials,工业,Normal,Active,爱乐达,CS
582,HGZN,MainBoard,0000-00-00,XSHE,C28,化学纤维制造业,1995-11-28,000584.XSHE,100.0,Materials,原材料,Normal,Active,哈工智能,CS
583,GKW,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-07-12,300672.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,国科微,CS
584,SSTJZ,MainBoard,2007-04-04,XSHE,Unknown,未知,1997-03-10,000699.XSHE,100.0,Materials,原材料,Other,Delisted,S*ST佳纸,CS
585,SMFS,SMEBoard,0000-00-00,XSHE,C18,纺织服装、服饰业,2011-03-11,002563.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,森马服饰,CS
586,FLX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-02-01,300287.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,飞利信,CS
587,JBQC,MainBoard,0000-00-00,XSHG,C36,汽车制造业,1992-07-24,600609.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,金杯汽车,CS
588,FRD,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-01-26,300602.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,飞荣达,CS
589,PLYY,MainBoard,0000-00-00,XSHE,C27,医药制造业,1997-05-09,000739.XSHE,100.0,HealthCare,医疗保健,Normal,Active,普洛药业,CS
590,ZGSH,MainBoard,0000-00-00,XSHG,B06,煤炭开采和洗选业,2007-10-09,601088.XSHG,100.0,Energy,能源,Normal,Active,中国神华,CS
591,CXYY,MainBoard,0000-00-00,XSHG,C27,医药制造业,2017-09-29,603367.XSHG,100.0,HealthCare,医疗保健,Normal,Active,辰欣药业,CS
592,*STXN,MainBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,1997-05-09,000720.XSHE,100.0,Utilities,公用事业,StarST,Active,*ST新能,CS
593,YALY,MainBoard,0000-00-00,XSHE,C21,家具制造业,1996-12-06,000663.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,永安林业,CS
594,ASK,GEM,0000-00-00,XSHE,C27,医药制造业,2999-12-31,300361.XSHE,100.0,HealthCare,医疗保健,Normal,UNKNOWN,奥赛康,CS
595,JKY,MainBoard,0000-00-00,XSHG,C27,医药制造业,2001-06-08,600380.XSHG,100.0,HealthCare,医疗保健,Normal,Active,健康元,CS
596,ZSYY,MainBoard,0000-00-00,XSHE,A04,渔业,1998-02-12,000798.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,中水渔业,CS
597,JKZN,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2012-08-17,300349.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,金卡智能,CS
598,SDGF,MainBoard,2008-11-26,XSHG,Unknown,未知,1993-01-18,600627.XSHG,100.0,Industrials,工业,Normal,Delisted,上电股份,CS
599,BYYS,MainBoard,0000-00-00,XSHG,C32,有色金属冶炼和压延加工业,2017-02-15,601212.XSHG,100.0,Materials,原材料,Normal,Active,白银有色,CS
600,YJPK,SMEBoard,0000-00-00,XSHE,C24,文教、工美、体育和娱乐用品制造业,2011-08-05,002605.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,姚记扑克,CS
601,ZPGF,MainBoard,0000-00-00,XSHG,E48,土木工程建筑业,2016-09-05,603843.XSHG,100.0,Industrials,工业,Normal,Active,正平股份,CS
602,JCJT,MainBoard,0000-00-00,XSHG,C37,铁路、船舶、航空航天和其他运输设备制造业,2018-02-27,603680.XSHG,100.0,Industrials,工业,Normal,Active,今创集团,CS
603,FHGF,MainBoard,0000-00-00,XSHG,C33,金属制品业,1992-09-10,600615.XSHG,100.0,Materials,原材料,Normal,Active,丰华股份,CS
604,BCSY,MainBoard,0000-00-00,XSHG,K70,房地产业,2006-10-16,601588.XSHG,100.0,Financials,金融,Normal,Active,北辰实业,CS
605,JHGF,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-09-29,002484.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,江海股份,CS
606,SBCG,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-09-15,300701.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,森霸传感,CS
607,XHWX,MainBoard,0000-00-00,XSHG,R85,新闻和出版业,2016-08-08,601811.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,新华文轩,CS
608,CXYL,SMEBoard,0000-00-00,XSHE,Q83,卫生,2007-09-25,002173.XSHE,100.0,HealthCare,医疗保健,Normal,Active,创新医疗,CS
609,JZXX,GEM,0000-00-00,XSHE,C35,专用设备制造业,2010-08-06,300099.XSHE,100.0,Industrials,工业,Normal,Active,精准信息,CS
610,ZYZB,MainBoard,0000-00-00,XSHE,J67,资本市场服务,1996-10-22,000617.XSHE,100.0,Financials,金融,Normal,Active,中油资本,CS
611,HYXC,GEM,0000-00-00,XSHE,C33,金属制品业,2012-08-01,300345.XSHE,100.0,Industrials,工业,Normal,Active,红宇新材,CS
612,BLKJ,SMEBoard,0000-00-00,XSHE,C36,汽车制造业,2011-11-11,002592.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,八菱科技,CS
613,YTKJ,SMEBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2009-12-22,002326.XSHE,100.0,Materials,原材料,Normal,Active,永太科技,CS
614,MSDY,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2012-03-16,002660.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,茂硕电源,CS
615,CYJT,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2002-12-02,600525.XSHG,100.0,Industrials,工业,Normal,Active,长园集团,CS
616,BJJT,SMEBoard,0000-00-00,XSHE,K70,房地产业,2008-05-29,002244.XSHE,100.0,Financials,金融,Normal,Active,滨江集团,CS
617,NJDS,SMEBoard,0000-00-00,XSHE,L72,商务服务业,2007-04-18,002127.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,南极电商,CS
618,MDNY,MainBoard,0000-00-00,XSHG,S90,综合,1999-04-08,600175.XSHG,100.0,Industrials,工业,Normal,Active,美都能源,CS
619,LJGF,MainBoard,0000-00-00,XSHG,E48,土木工程建筑业,1994-04-04,600853.XSHG,100.0,Industrials,工业,Normal,Active,龙建股份,CS
620,JXGF,MainBoard,0000-00-00,XSHG,C32,有色金属冶炼和压延加工业,2012-08-24,603399.XSHG,100.0,Materials,原材料,Normal,Active,吉翔股份,CS
621,*STYD,MainBoard,0000-00-00,XSHG,C15,酒、饮料和精制茶制造业,2000-01-20,600238.XSHG,100.0,ConsumerStaples,必需消费品,StarST,Active,*ST椰岛,CS
622,JZY,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2016-06-02,300516.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,久之洋,CS
623,SHJG,MainBoard,0000-00-00,XSHG,E48,土木工程建筑业,1998-06-23,600170.XSHG,100.0,Industrials,工业,Normal,Active,上海建工,CS
624,SYZG,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2003-07-03,600031.XSHG,100.0,Industrials,工业,Normal,Active,三一重工,CS
625,HFCJ,SMEBoard,0000-00-00,XSHE,K70,房地产业,2008-01-28,002208.XSHE,100.0,Financials,金融,Normal,Active,合肥城建,CS
626,HJJT,MainBoard,0000-00-00,XSHG,M74,专业技术服务业,1993-02-09,600629.XSHG,100.0,Industrials,工业,Normal,Active,华建集团,CS
627,GCGX,SMEBoard,0000-00-00,XSHE,K70,房地产业,2010-03-23,002377.XSHE,100.0,Materials,原材料,Normal,Active,国创高新,CS
628,LHGD,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-08-11,300691.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,联合光电,CS
629,XNZQ,MainBoard,0000-00-00,XSHG,J67,资本市场服务,2001-01-09,600369.XSHG,100.0,Financials,金融,Normal,Active,西南证券,CS
630,QJYL,MainBoard,0000-00-00,XSHG,E48,土木工程建筑业,2015-12-31,603778.XSHG,100.0,Industrials,工业,Normal,Active,乾景园林,CS
631,HTKJ,GEM,0000-00-00,XSHE,C36,汽车制造业,2011-02-15,300176.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,鸿特科技,CS
632,HDKZ,SMEBoard,0000-00-00,XSHE,C38,电气机械和器材制造业,2007-11-16,002184.XSHE,100.0,Industrials,工业,Normal,Active,海得控制,CS
633,CWGF,MainBoard,0000-00-00,XSHG,F52,零售业,2012-05-03,603123.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,翠微股份,CS
634,KLT,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-06-13,300326.XSHE,100.0,HealthCare,医疗保健,Normal,Active,凯利泰,CS
635,HFXX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2017-02-08,300605.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,恒锋信息,CS
636,SFSN,MainBoard,0000-00-00,XSHE,C30,非金属矿物制品业,1996-12-18,000672.XSHE,100.0,Materials,原材料,Normal,Active,上峰水泥,CS
637,NTXX,MainBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,1999-10-14,000948.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,南天信息,CS
638,SHJB,MainBoard,0000-00-00,XSHG,F52,零售业,1994-02-24,600838.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,上海九百,CS
639,TJCK,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,1993-12-06,600800.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,天津磁卡,CS
640,HTT,MainBoard,0000-00-00,XSHG,C33,金属制品业,2017-12-01,603848.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,好太太,CS
641,SGJT,SMEBoard,0000-00-00,XSHE,L72,商务服务业,2010-05-06,002400.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,省广集团,CS
642,GZMT,MainBoard,0000-00-00,XSHG,C15,酒、饮料和精制茶制造业,2001-08-27,600519.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,贵州茅台,CS
643,NFHT,MainBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,1999-06-16,000920.XSHE,100.0,Materials,原材料,Normal,Active,南方汇通,CS
644,GXGD,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-07-16,002449.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,国星光电,CS
645,HDYY,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-03-19,300300.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,汉鼎宇佑,CS
646,HYYY,GEM,0000-00-00,XSHE,C27,医药制造业,2011-04-07,300199.XSHE,100.0,HealthCare,医疗保健,Normal,Active,翰宇药业,CS
647,EKZY,GEM,0000-00-00,XSHE,C27,医药制造业,2011-09-27,300267.XSHE,100.0,HealthCare,医疗保健,Normal,Active,尔康制药,CS
648,GHZQ,MainBoard,0000-00-00,XSHE,J67,资本市场服务,1997-07-09,000750.XSHE,100.0,Financials,金融,Normal,Active,国海证券,CS
649,HLGF,MainBoard,0000-00-00,XSHG,C28,化学纤维制造业,2001-08-20,600346.XSHG,100.0,Materials,原材料,Normal,Active,恒力股份,CS
650,ZGHF,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,1996-11-04,600764.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,中国海防,CS
651,HTSW,GEM,0000-00-00,XSHE,C27,医药制造业,2017-08-08,300683.XSHE,100.0,HealthCare,医疗保健,Normal,Active,海特生物,CS
652,BFJT,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2015-03-24,300431.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,暴风集团,CS
653,BXY,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2012-09-12,300352.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,北信源,CS
654,JFGF,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2015-03-02,603997.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,继峰股份,CS
655,SKS,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2016-06-03,603737.XSHG,100.0,Materials,原材料,Normal,Active,三棵树,CS
656,SMKJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-04-30,300079.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,数码科技,CS
657,GDGF,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2003-11-06,600184.XSHG,100.0,Industrials,工业,Normal,Active,光电股份,CS
658,FTZH,SMEBoard,0000-00-00,XSHG,Unknown,未知,2999-12-31,600349.XSHG,100.0,UNKNOWN,null,Normal,UNKNOWN,富通昭和,CS
659,QQKJ,SMEBoard,0000-00-00,XSHE,C15,酒、饮料和精制茶制造业,2011-12-22,002646.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,青青稞酒,CS
660,WGGF,MainBoard,2017-02-14,XSHG,C31,黑色金属冶炼及压延加工业,1999-08-03,600005.XSHG,100.0,Materials,原材料,Normal,Delisted,武钢股份,CS
661,JHHJ,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2015-05-18,603311.XSHG,100.0,Industrials,工业,Normal,Active,金海环境,CS
662,BSKJ,MainBoard,0000-00-00,XSHG,G59,仓储业,1997-03-06,600794.XSHG,100.0,Industrials,工业,Normal,Active,保税科技,CS
663,HTDL,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2003-04-08,600343.XSHG,100.0,Industrials,工业,Normal,Active,航天动力,CS
664,ZTCY,MainBoard,0000-00-00,XSHG,K70,房地产业,1998-03-27,600158.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,中体产业,CS
665,KZYY,GEM,0000-00-00,XSHE,C27,医药制造业,2010-05-26,300086.XSHE,100.0,HealthCare,医疗保健,Normal,Active,康芝药业,CS
666,TTGF,GEM,0000-00-00,XSHE,C29,橡胶和塑料制品业,2017-01-05,300587.XSHE,100.0,Materials,原材料,Normal,Active,天铁股份,CS
667,JZYY,MainBoard,0000-00-00,XSHG,C27,医药制造业,1996-09-23,600750.XSHG,100.0,HealthCare,医疗保健,Normal,Active,江中药业,CS
668,BLT,GEM,0000-00-00,XSHE,C35,专用设备制造业,2011-07-19,300246.XSHE,100.0,HealthCare,医疗保健,Normal,Active,宝莱特,CS
669,ALDZ,GEM,0000-00-00,XSHE,C36,汽车制造业,2016-12-29,300585.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,奥联电子,CS
670,FHDZ,MainBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,1994-05-09,000561.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,烽火电子,CS
671,ZYD,SMEBoard,0000-00-00,XSHE,F51,批发业,2010-07-06,002441.XSHE,100.0,Industrials,工业,Normal,Active,众业达,CS
672,BMDZ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2015-12-09,603936.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,博敏电子,CS
673,WCGF,MainBoard,0000-00-00,XSHG,C33,金属制品业,2018-04-26,603348.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,文灿股份,CS
674,JYKJ,SMEBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-05-15,002869.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,金溢科技,CS
675,YXML,MainBoard,0000-00-00,XSHG,C37,铁路、船舶、航空航天和其他运输设备制造业,2010-12-28,601890.XSHG,100.0,Industrials,工业,Normal,Active,亚星锚链,CS
676,TAXC,MainBoard,0000-00-00,XSHG,C29,橡胶和塑料制品业,2017-09-06,603725.XSHG,100.0,Materials,原材料,Normal,Active,天安新材,CS
677,FDTG,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,2003-09-30,600507.XSHG,100.0,Materials,原材料,Normal,Active,方大特钢,CS
678,XDZN,GEM,0000-00-00,XSHE,C35,专用设备制造业,2015-05-18,300450.XSHE,100.0,Industrials,工业,Normal,Active,先导智能,CS
679,XJBY,SMEBoard,0000-00-00,XSHE,C34,通用设备制造业,2010-12-31,002532.XSHE,100.0,Industrials,工业,Normal,Active,新界泵业,CS
680,HXCY,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2009-10-30,300025.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,华星创业,CS
681,GTGF,MainBoard,0000-00-00,XSHE,C22,造纸及纸制品业,1998-11-11,000833.XSHE,100.0,Materials,原材料,Normal,Active,贵糖股份,CS
682,ZYKJ,MainBoard,0000-00-00,XSHG,I64,互联网和相关服务,2017-09-21,603533.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,掌阅科技,CS
683,FRGF,GEM,0000-00-00,XSHE,C27,医药制造业,2010-01-20,300049.XSHE,100.0,HealthCare,医疗保健,Normal,Active,福瑞股份,CS
684,SHJT,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-12-03,300408.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,三环集团,CS
685,HXHB,MainBoard,0000-00-00,XSHG,D46,水的生产和供应业,2017-02-20,603817.XSHG,100.0,Utilities,公用事业,Normal,Active,海峡环保,CS
686,YHKJ,GEM,0000-00-00,XSHE,C35,专用设备制造业,2015-05-14,300457.XSHE,100.0,Industrials,工业,Normal,Active,赢合科技,CS
687,JLGF,GEM,0000-00-00,XSHE,C34,通用设备制造业,2011-04-15,300202.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,聚龙股份,CS
688,LYBL,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,1995-10-31,600876.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,洛阳玻璃,CS
689,JSLL,GEM,0000-00-00,XSHE,C38,电气机械和器材制造业,2017-06-02,300660.XSHE,100.0,Industrials,工业,Normal,Active,江苏雷利,CS
690,HSH,SMEBoard,0000-00-00,XSHE,C13,农副食品加工业,2012-09-05,002695.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,煌上煌,CS
691,WYTC,GEM,0000-00-00,XSHE,C34,通用设备制造业,2015-02-17,300420.XSHE,100.0,Industrials,工业,Normal,Active,五洋停车,CS
692,MAS,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2011-11-02,300275.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,梅安森,CS
693,FCHB,SMEBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,2010-09-21,002479.XSHE,100.0,Utilities,公用事业,Normal,Active,富春环保,CS
694,YMK,GEM,0000-00-00,XSHE,C35,专用设备制造业,2011-08-03,300249.XSHE,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,依米康,CS
695,JJGF,MainBoard,0000-00-00,XSHG,H61,住宿业,1996-10-11,600754.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,锦江股份,CS
696,SJXX,SMEBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2007-08-13,002153.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,石基信息,CS
697,STKJ,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,1994-01-03,600806.XSHG,100.0,Industrials,工业,Other,TemporarySuspended,*ST昆机,CS
698,MEY,MainBoard,0000-00-00,XSHG,C18,纺织服装、服饰业,1997-11-06,600107.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,美尔雅,CS
699,HYGF,MainBoard,0000-00-00,XSHG,F51,批发业,1997-09-01,600128.XSHG,100.0,ConsumerDiscretionary,非必须消费品,Normal,Active,弘业股份,CS
